"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5" "Veh_72h" "Veh_72h.1" "Veh_72h.2" "Veh_72h.3" "Veh_72h.4" "Veh_72h.5"
"biotin" 6.98165830979474 7.00623240172158 7.11442231535391 7.07195737662163 7.13688167003479 6.93480093803314 7.08410076013593 6.95658844565157 7.0882207412843 6.97790715877199 7.12220555341336 6.99712782795458 7.1650602091754 6.94726099911831 6.97323234891232 6.92119687716157 6.92973645769854 6.9040213093701 7.09653594177762 7.00947911127507 7.17535624545749 7.15544052890156 7.14350365308406 7.12763480025129 7.13672560747917 6.87355559212333 7.17451004207094 7.03417487736207 7.07114746560476 6.98720880850446 6.89212116065636 7.09710026180158 7.01467797346964 7.09475481229958 7.06145244138802 7.14148116062554 6.92373597485105 7.00634061358411 7.09509650942956 7.05757900810496 7.05052579851193 7.15138309035729 6.83928191064773 6.94212452759057 7.0427950060154 6.78300105250138 7.1041766778628 7.02153221493165 7.08503188722182 6.97848692665061 6.96475447217654 6.99822933792934 6.95508456166474 6.99263413979187
"butyrylcarnitine" 6.61197765150487 6.55558218127116 6.56548335408237 6.55724438024952 6.48001039429031 6.5714533030055 6.60551341439223 6.58538108274996 6.57066865694148 6.57203448875862 6.48815995773521 6.54918467089478 6.61193870287379 6.56527081520336 6.60718256542662 6.5464602384086 6.56613886365259 6.58656806477501 6.61629818891688 6.63507237972938 6.57102075110886 6.5520408950626 6.5518516565666 6.60796665305071 6.51231890690704 6.59474117208877 6.56224919484322 6.52812564140241 6.56046068485581 6.54903785698795 6.50978822307376 6.47139396363335 6.57308463293165 6.58272975490202 6.51241688127629 6.5067906798613 6.55056440363603 6.53212578929723 6.57499560397709 6.58705049254872 6.57775333179782 6.47215972544657 6.57313337731676 6.51911679578061 6.56355974964717 6.57898547617044 6.55293005201738 6.5741923321573 6.49865688614651 6.50125499312482 6.51067206296858 6.5775410860174 6.52032013391591 6.52224295071736
"C-glycosyltryptophan" 4.88007008406407 4.88343429368301 4.87043316941986 4.83701362780678 4.82648297728104 4.83736113164795 4.90343185930188 4.83802377693574 4.88456881491833 4.9375379513454 4.76846790140929 4.87493964390924 4.87965774652357 4.83850277593396 4.89143709561907 4.84669578278412 4.85853719756964 4.85133786014804 4.91615378684008 4.87694490591591 4.82024087928343 4.82831825466236 4.86747338055289 4.88491991556045 4.79412540230725 4.87639106181919 4.86009832969852 4.74137223690663 4.81143423947789 4.8742498227784 4.74837411333993 4.8410527277215 4.89525675314489 4.90555843712028 4.87204549895565 4.81594282719647 4.80490235652259 4.88583597003949 4.9653287241709 4.83490369095108 4.89101867057089 4.84100888963972 4.85282753411278 4.85596715034991 4.8849255761487 4.8583687404499 4.77459724804387 4.84285876244529 4.83984870499486 4.86831521362561 4.88905506529681 4.91510950493916 4.79985037376869 4.87852754009922
"carboxyethyl-GABA" 5.77976527059813 5.91613218826102 5.9892419651457 5.98604805372748 5.9604826693343 5.84106900931062 6.02361538636797 5.90899836242254 6.0836745835949 5.85527256146863 6.04982754583286 5.96105261810268 6.049049700944 5.87911251661862 5.86387875808446 5.75965122788722 5.92445400274015 5.8085357280594 6.03255147625249 5.97858128943273 6.07721851136426 6.01540796109806 6.03617080847819 6.03991475647197 5.98803829411906 5.92412415318582 6.04619850975446 5.96070807627014 5.97272432673858 5.93951475989384 5.75662013565069 5.9700459277313 5.94428423320586 5.97733485207371 6.01694104191443 6.07043464893448 5.77748627098727 5.97444352664216 6.02537878783822 5.98807802389893 6.04689493701385 6.06713337208799 5.70724561132363 5.8289561981971 5.94488075742747 5.74214752052131 6.04873498930056 5.84794140610296 6.01536562421391 5.92168179444001 5.90501182448766 5.94240394908863 5.86444759348157 5.92229042682919
"carnitine" 7.34115078518142 7.38300430893208 7.4811499616291 7.45936570544038 7.50582163795765 7.40576327397395 7.48487614291894 7.40716790372753 7.51362529908509 7.37332401917954 7.49647265163312 7.33668222775075 7.51535736184148 7.23751257237432 7.36023386431691 7.34001095290813 7.39030891874592 7.31366663963385 7.52825473213218 7.4142445586051 7.51462480321279 7.5252612262167 7.50756822495649 7.53237855807037 7.49139287786038 7.38662643501279 7.50260154022859 7.52097778376277 7.49813384960828 7.38856723160262 7.39384471560253 7.47117916138587 7.45774338464468 7.51195773255168 7.51637754494858 7.54641916810384 7.40827816797426 7.43754173426671 7.53421893062893 7.49608372088389 7.54173201884323 7.56173861294349 7.3200100749904 7.35838125508028 7.38501422889546 7.36170683831591 7.49172494828934 7.44322386006717 7.51868964882885 7.39925199159692 7.44419386768806 7.44797832091737 7.39445147068367 7.48365244338606
"carnosine" 7.20084262164618 7.23788390276505 7.22847581466398 7.223657064695 7.21479130582971 7.2486143220152 7.2170651877946 7.23024214798892 7.22763931759396 7.19581770963111 7.22431417690293 7.25762194493537 7.23372404803046 7.23176686824136 7.23070890929706 7.16643754444876 7.19311580101816 7.21097724851923 7.27101636017984 7.24139275697491 7.2603915025039 7.23681216046341 7.25296743673518 7.27234157014961 7.18955431618532 7.22299355103898 7.21573260616643 7.21347849606306 7.23045852684412 7.25882245284121 7.20433202944856 7.21437323104209 7.18125849647913 7.20933930420352 7.22906766337716 7.22365405455468 7.20896104314797 7.21685716053164 7.25684565884638 7.21025648861829 7.23716753855991 7.21483402334799 7.19610463528141 7.17908343704872 7.22821037748859 7.18853980606556 7.20161244275863 7.2324546064622 7.19743227273613 7.20356443627361 7.22238635992981 7.22753311181535 7.17557445973779 7.24210104714295
"catechol sulfate" 6.16467013178858 6.14668202807266 6.14222297551819 6.1306653142141 6.13228050698293 6.12895567507985 6.14777429991526 6.12062656977108 6.10895449642786 6.13602894961352 6.10858599383238 6.13932485008251 6.13334023707667 6.14119790364996 6.13568145632684 6.10262851132514 6.14725883000314 6.12815490933922 6.20700252512315 6.17268289474035 6.14286886528951 6.15723427500747 6.1148014049603 6.16669292013211 6.13211842476918 6.13644246626525 6.12438487526796 6.08449477305061 6.13988663928307 6.14322189996158 6.10631977211703 6.130975085484 6.131185115785 6.17137683019605 6.13744779745062 6.09869770647743 6.14927978644028 6.14161718752078 6.16818122322906 6.1988854438155 6.1894069278918 6.09748186276547 6.14077475997406 6.13546468810792 6.15773623449222 6.13362767419958 6.10102012209731 6.12092352912093 6.0966521392591 6.13563188252346 6.16415470091078 6.1819492915 6.1528687487844 6.16720446260423
"choline" 8.46404177576903 8.60188474420896 8.61998325642106 8.60868178686127 8.60297788354322 8.58906473146447 8.62877085945647 8.60961633040621 8.61864437222635 8.48605842175927 8.60918142188847 8.60188046900543 8.62179085758022 8.52394427280087 8.46382674432466 8.50615043844587 8.4251426312171 8.47373275643175 8.6274188209013 8.58304885186425 8.62885876842265 8.60776803135051 8.61005267988978 8.63242120273727 8.58968025077249 8.54635437575085 8.61195807362142 8.59546070081617 8.62313525037625 8.57199946267817 8.45755574170849 8.54465677675744 8.46227031452435 8.57127466502072 8.57343412055065 8.57319754908096 8.43743638772721 8.46115643094913 8.58234543991489 8.57530115328403 8.59043598876147 8.57100030525534 8.41805170251584 8.45665982050959 8.53868060535375 8.46868862854615 8.55116567138172 8.43604055654277 8.51915741899722 8.35748203045285 8.39390457361553 8.51472596011048 8.44163345987441 8.390428657592
"choline phosphate" 6.85592836260023 6.8759011290808 7.11808170831822 6.84661690065152 6.97452067328329 6.90007542518627 6.89987185990904 6.86903342490593 6.88402467131092 7.03336069778454 6.87130813366756 6.88210159221687 7.0416998595877 7.06642705014821 7.10844144869678 7.08580988651934 7.11913399911058 7.13744343010277 7.14771616622753 7.131988715431 7.13328844623317 7.07600674161865 7.12046863493138 7.14269439772466 7.04567152648953 7.07740951560719 7.03580599038965 7.00677627012803 7.05144484899297 7.07014566914224 7.37565450739585 7.37399407134756 7.37085916597873 7.35716660956826 7.38716867143037 7.40095226236432 7.26919766276584 7.32893726268778 7.40474294984776 7.37217779307088 7.39519106784802 7.3745479012603 7.36598623907874 7.37941510208038 7.41536497178212 7.3370230705592 7.3267031351069 7.39756099957693 7.43492663447474 7.45479950815367 7.53111503023606 7.5451721796355 7.52364487683197 7.58677754248897
"citrate" 7.67545647802416 7.67527602886254 7.68257789105533 7.66629995493425 7.68920415400073 7.67648908648907 7.68779673222257 7.67887833916087 7.7063908036187 7.70414289516225 7.67837628596325 7.68208880405451 7.72077650582983 7.66632722348724 7.70853426084519 7.67971578021093 7.68794917631406 7.70412572873193 7.72384191559219 7.72771363934849 7.7080833281101 7.70723013519673 7.71879305833864 7.71722882896379 7.7031992119105 7.68664574142547 7.70944900268028 7.68140732325302 7.66774835944061 7.68271255677827 7.72938415022781 7.738504424268 7.73225222110021 7.78578468040359 7.75177853257102 7.74207419152855 7.76544281195503 7.73818500838877 7.71522994529842 7.77100350246524 7.76131461467159 7.78110688028558 7.6942220085212 7.7171588657502 7.71803608827022 7.72678062477761 7.72818756560752 7.71706909643501 7.78082157871052 7.71486885564945 7.77552607091746 7.81975923958519 7.79959922918776 7.79529314973346
"citrulline" 7.36661404211286 7.40181643705427 7.45620692465165 7.5567026393786 7.47114790056458 7.4932493722123 7.46098905004723 7.56351786834198 7.6422195446889 7.32287247852701 7.49462037553976 7.50424312102107 7.37818037215482 7.45950457555666 7.27353335627525 7.35027178755132 7.571258282543 7.46706323114683 7.36208773585976 7.4408041463596 7.54594371389385 7.3950537418381 7.56502054997803 7.36356569028184 7.35971993325858 7.32381258685576 7.59840601334381 7.45287228636524 7.50336810913755 7.56002792341331 7.27680065143169 7.57595618950097 7.40945144848907 7.45508857558125 7.54788005515704 7.54077100410627 7.27912602017768 7.42528935546224 7.47605891714922 7.53375874218827 7.35771371958518 7.39174341327145 7.28624146996132 7.55310365472074 7.33848071779551 7.39098375948348 7.52404750796567 7.37479012422919 7.55538845954907 7.4117073640023 7.40622359212642 7.45444915180313 7.50858821348856 7.3256845866586
"creatine" 8.41792603141806 8.43262695116143 8.50967005011634 8.48624947991302 8.47928713209904 8.46892118886305 8.5157394670417 8.40518970583242 8.49610741741922 8.41721149696063 8.50876304680943 8.46155245158468 8.53124635906889 8.38898489791457 8.39159825900309 8.37449779761657 8.31894649291128 8.36558591474238 8.54082061307122 8.50030481455226 8.54292648013177 8.49886821024597 8.50930198723415 8.54145390944143 8.48595189904655 8.4432553751096 8.48962476810841 8.47577775314856 8.4982381487961 8.42727816924097 8.39347577617931 8.49718782439394 8.42902419933815 8.52454666181711 8.51995120571524 8.53168741008917 8.38435682682197 8.44813773613343 8.52611698581951 8.52554631805757 8.54412053373179 8.52021560504941 8.39590218104873 8.34831068995566 8.43950028968267 8.39103531517229 8.48827624591757 8.43145043425484 8.51743580511672 8.39284785755881 8.42882882514234 8.46786116855371 8.45399843846268 8.49268227043833
"creatinine" 8.24529894234828 8.30878804644217 8.35606179309639 8.34400149228773 8.34779640592319 8.26939958323433 8.34309621489135 8.27880019139429 8.35879800611165 8.17874007429359 8.33554788761372 8.23290788123695 8.35104635494367 8.14393340757292 8.22538740634394 8.20229384909671 8.18630095449445 8.28330256777614 8.38601379728167 8.32979239345251 8.36519795906565 8.34393964847193 8.34191231403297 8.37697037369423 8.33577848223468 8.30382306288446 8.34164553053564 8.32075428818553 8.35540912693136 8.2857141847417 8.1560419482057 8.3413330520365 8.24217499555245 8.34225357311255 8.34860589031111 8.34845954560429 8.19911256037479 8.25881716883196 8.36386061843779 8.33638979279591 8.35884447972121 8.35286752206152 8.15542592408316 8.261569151358 8.33193572871567 8.13442493545894 8.33089160772526 8.27332431330935 8.31674304590795 8.21660975932197 8.20483311638587 8.23366596136035 8.16654775707565 8.20049801865103
"cystathionine" 5.99416576123842 6.04478936877898 6.13388652413438 6.11858016134564 6.16403891996286 6.0796225544771 6.17966322280683 5.97631420670684 6.19113090476921 6.16912607772685 6.17269369160712 6.1313773939086 6.2231292447685 6.00613559603402 5.98696063366468 6.08139483992233 5.99639739214009 6.0165524260629 6.27172059105464 6.22560930657653 6.24195393851783 6.23517152231179 6.18447650122259 6.25490319781585 6.15750814300907 6.07851699158393 6.17321891213976 6.08811339843693 6.16671688441446 6.03726789173112 6.01934148335347 6.10410591211265 6.03897762233269 6.1989656562342 6.13682009477836 6.16526391791566 6.07535896973747 6.04188513268934 6.22526507450194 6.19215665849063 6.20465736090921 6.21425079022255 5.99022027354222 5.97844667477744 6.06901987093132 6.01685582691536 6.13375025616182 6.12824639859441 6.14599245259607 6.11512036432283 6.0030385272458 6.0975283553833 5.99777768477914 6.17560602591193
"cysteine" 6.27457669519877 6.16613011910914 6.34084669170729 6.24998304822907 6.26217547448176 6.23311774660637 6.21824605417403 6.24970429091024 6.25327595882526 6.15279788261141 6.33559428585297 6.27057706192105 6.55168001553059 6.5322487238844 6.53649847044286 6.57365031129027 6.58451146440992 6.61820002088009 6.71959866044371 6.65665255619977 6.67251993484907 6.58936095125525 6.64904351105418 6.65095731261496 6.44685376353921 6.45615825096625 6.56356461378627 6.44366720179287 6.52475794832203 6.49620942247637 6.69223248228804 6.97500626724537 6.82469707294992 6.8253595727829 6.98643276277408 6.97812205906668 6.69666840939474 6.77986030633189 6.96177360757356 6.98466127140455 7.05061903570636 6.95650996675982 6.75180840496742 6.86470700334424 6.76395825776208 6.7038983640304 6.85423758187671 6.76591714140208 7.05743520475517 6.98385356704916 6.93781928607502 7.12144290048148 7.02163944975484 6.94277099626592
"cysteine s-sulfate" 6.49747300599075 6.34346078478914 6.41092292949184 6.38925470684865 6.32567839068205 6.42300456861812 6.36831961849883 6.3892259951442 6.47452657173 6.4121452544982 6.38314258599222 6.3838937831519 6.39922604639198 6.40089546603439 6.4344943331019 6.39511609819438 6.39857118768432 6.3979896891191 6.47488962691912 6.43021716210619 6.50652924939704 6.38007459841186 6.36993018515638 6.40271710946894 6.38465084789653 6.38049090967364 6.36837522276053 6.38645116377377 6.39062304446522 6.34694063488225 6.29017311807762 6.29177808448538 6.39641417379428 6.313652760879 6.33661181035569 6.31300346523553 6.37249278013228 6.36442190722781 6.33367977644128 6.29785151743456 6.38255570207554 6.31056735929952 6.39786234987577 6.34821390485869 6.48802727373771 6.34427651190086 6.28986353245959 6.28277160950143 6.24574875125931 6.33222206676292 6.27959189403237 6.29273286872438 6.22670943154649 6.32782894424706
"cysteine-glutathione disulfide" 6.23035234398535 6.25479017048313 6.35718847667807 6.41022013599058 6.42381991030735 6.34636119075501 6.44731000781655 6.33735481838171 6.50736114170114 6.25864997140726 6.41808807001583 6.40989966277874 6.36623107809905 6.22418512512224 6.14995309656323 6.17278122386024 6.15210694268086 6.23614208537925 6.45282106353481 6.35200104161675 6.47925015137809 6.45123639023339 6.49319167639674 6.46519734429401 6.4870198124622 6.28539188556675 6.51391763516995 6.47483229195126 6.50646363039675 6.46441025239022 5.99190136580436 6.15580894828474 6.08528808022668 6.2626807541625 6.28407615972143 6.22646096029733 6.04815386177464 5.98148471969782 6.27173638769515 6.26586406118362 6.26215790134281 6.25206986732901 6.19019606503857 6.24089305342373 6.21699357273083 6.31036146530851 6.3655862516189 6.30259237924962 6.12422732275278 5.96166309240735 6.03925742760646 6.0682923807474 6.08062071552822 5.95801027087907
"cystine" 7.58093600957898 7.74353108696657 7.57822580326826 7.67433327622796 7.83922617153936 7.67407429108145 7.57761356904785 7.68658007542733 7.90025186963513 7.68609783940801 7.6086969793134 7.63571695662278 7.62072421407421 7.75306030422583 7.65013275974177 7.5886637957802 7.77076997376357 7.57779294411686 7.54914378385401 7.49332454940692 7.56349532432433 7.69791317546204 7.55660799184838 7.58988761224989 7.7288190314702 7.66278928856869 7.88477688197569 7.76926539957986 7.72615633563147 7.76443474837627 7.61922944391116 7.57432708942406 7.68829122331998 7.5631888944202 7.51710755161898 7.49132661263089 7.64319972500325 7.63347431346565 7.59646636980686 7.46090036736765 7.55611904498862 7.68508347637081 7.64050683798263 7.58160936754858 7.5196928297487 7.64742123329416 7.68222705187775 7.45590568003872 7.51519395872394 7.50908410379772 7.64667845066517 7.59476025204338 7.52772515169555 7.30584248940788
"cytidine" 5.48544742230122 5.37699645074067 5.40136434806667 5.45762003053514 5.34315247166226 5.34197433653482 5.45113373627291 5.37827795369187 5.45484943150531 5.44165743755772 5.43078431846675 5.43755556203674 4.45186315922061 4.50457959241472 4.31877265982548 4.2728159335431 4.28454352295875 NA 4.70397023863482 4.7734280407434 4.73759016628572 4.66865610172645 4.58994960132571 4.73116957754869 4.9410639882199 4.88678391596412 4.91413680500033 5.03808739742 4.88800529172876 4.84937641221442 4.40626759641 4.23583133741052 NA NA 4.2797353674105 NA 4.09289601092186 4.2081994171338 NA NA 4.34742759861854 4.25952220721619 4.38969754820639 4.27770087628879 4.50967286528314 4.32658161844653 4.42216288566239 4.3955535299709 NA 4.3118809530379 4.11089260080222 4.47325333709173 4.28126068705501 4.31737376290253
"deoxycarnitine" 6.82897351914808 6.87344482598951 6.96830657984745 6.93638393739336 6.95559559123058 6.82399682864598 6.96892966845444 6.90064493362601 6.99304977901967 6.84917811984287 6.94782465600369 6.78782610562214 6.96522047456361 6.7371957447971 6.89654870322072 6.78878471662187 6.8196786775313 6.90362649772949 7.01199860667537 6.93063661374066 7.00894963817848 6.99130402012551 6.98432722176765 6.99586114441316 6.9483257557773 6.8511884889741 6.98535142043374 6.92463815452172 6.95849340617697 6.84722026884353 6.7966068000188 6.94780531110662 6.88528707827799 6.98454778995839 6.94565211208855 6.96996407274316 6.80695327929782 6.81201135977313 6.96854967534314 6.97362262116987 7.0063171585546 6.9841923048672 6.77996894462588 6.76577975864432 6.93627028838876 6.75104217947104 6.9602278757386 6.83427811977615 6.93995901513094 6.8597117518841 6.85107878282675 6.80383102149601 6.75494584400798 6.79198922029206
"dihomo-linolenate (20:3n3 or n6)" 6.46552739391166 6.56467399271658 6.64887529567588 6.43147377149406 6.51179569145989 6.60389242570003 6.44505063105299 6.58569822927848 6.4709319486519 6.64554910018864 6.67897610446291 6.45707308393474 6.35698426446379 6.41183831315646 6.29710233543138 6.20414929654412 6.29721801537203 6.4152295061559 6.38880201075428 6.33328299748986 6.49239282877745 6.36546683123933 6.40722361363607 6.40790716147011 6.33286143849302 6.4109057318004 6.17574947961237 6.33935224785281 6.40141898067164 6.27906480999299 6.11067252135127 6.12272460610706 6.09474845746771 6.07463215540776 6.17769345242797 6.1580170303002 6.13547168232016 6.1746237624318 6.11733394888973 6.11507638385262 6.18319294539317 6.21474082329613 6.18588848909842 6.1201819022541 6.10351055874719 6.17465804121653 6.17965948973534 6.36112242314073 6.00450795132791 6.06727251239888 6.11657221538705 6.16245746252833 6.15058637183565 6.30515739860007
"dimethylarginine (SDMA + ADMA)" 7.52490793733574 7.49643454688094 7.48293977990008 7.47788794696847 7.50198292922578 7.48942007041837 7.53796640291732 7.50505100218732 7.51446752694286 7.53036498049396 7.45754056151813 7.49120061075922 7.53243377428026 7.51099119276419 7.52055710110388 7.51482858529378 7.52311383473048 7.50874146838367 7.60765760382448 7.5628831036801 7.54724269495274 7.5280547603239 7.52338855954265 7.56559717732829 7.4947617640741 7.53085533362779 7.52396236411973 7.49967737960165 7.55828861353746 7.52984627701532 7.58183114656457 7.55552248338856 7.54361813046824 7.58217158197889 7.56989330073829 7.55645843274446 7.55096575814556 7.55106130131027 7.59874508396744 7.59630017861188 7.61873973782841 7.5702418180692 7.56950794662179 7.53986474390048 7.608017118914 7.53282253622661 7.52989838036944 7.5707578857991 7.56060982783458 7.57946370094593 7.61669207148079 7.65488481734804 7.56623209364349 7.64370674339032
"dimethylglycine" 6.41945312930908 6.52289537844047 6.81776158402832 6.87642702543207 6.89014599035042 6.70679013028292 6.83069841521016 6.60376774950792 6.84486463708569 6.85814940764076 6.83916343133197 6.71149307415235 6.83597793496685 6.69969839988185 6.62101053251856 6.70313964954471 6.65013483974632 6.52411559023899 6.88972839029669 6.71949221134173 6.83665458553725 6.87580807067964 6.83776029142033 6.86036280557543 6.80995861098347 6.48765511885507 6.85613279132622 6.81576902154957 6.8753780091109 6.64287942441427 6.5919541105281 6.82729248920629 6.79174081099459 6.86689734534852 6.88413810261337 6.82302724975797 6.72800531372954 6.71192923600185 6.90530568728333 6.82999892377945 6.85803446046521 6.82571769178269 6.77425368158552 6.36108970984138 6.62540310819045 6.65585807529119 6.8285908163109 6.64070270183397 6.81619846517176 6.74399090648662 6.66266964206591 6.69805772329482 6.58705802272003 6.75860785552287
"docosahexaenoate (DHA; 22:6n3)" 6.85610466464208 6.84893054209724 6.92147250024045 6.83131846534721 6.85399323715092 6.8609344671684 6.86232909339563 6.87483803657461 6.78379063373602 6.94703561593185 6.96325378898143 6.75332025804249 6.8151534067017 6.76576396987397 6.75096389511538 6.66072407221866 6.60694139425217 6.73279537688719 6.78131001247665 6.76843466765783 6.79789829876704 6.72287995303816 6.73707466721033 6.83246088219003 6.69014165686114 6.74117839659557 6.69685715515945 6.70182554976476 6.73446506190261 6.63529500887836 6.35614044224949 6.37768900475357 6.29328673994814 6.4645612284247 6.44216671337745 6.41010714422685 6.60985106863372 6.54848265551041 6.37525143296591 6.39777911619681 6.44787495580052 6.51844865919515 6.53278570819751 6.42897728545785 6.46911582401224 6.53329061163492 6.49631026781868 6.6593115683661 6.35693730116063 6.19737705728875 6.181239441452 6.28381642150466 6.251636274026 6.47548900788449
"docosapentaenoate (n3 DPA; 22:5n3)" 6.51752565172963 6.52748992466407 6.69230022758892 6.47540501062057 6.619534708584 6.5429610450329 6.50695505836185 6.62840098794148 6.40031068079541 6.56314574232216 6.61543479695217 6.49060564391543 6.34292202969893 6.32348991701194 6.32452300016208 6.22677126951334 6.39614039067054 6.37420486311812 6.37277138657073 6.36178598981974 6.44032758804711 6.35443269377068 6.3543908308965 6.45372919619625 6.292686607102 6.38534418806807 6.2607306808426 6.27529937383913 6.36719876373244 6.213898759597 5.90309650136031 6.15168450012728 5.74843379914826 5.75848874099483 6.24725670305585 6.09237988102956 6.06875675063923 6.13142039606303 6.28223136662841 5.85937130014442 6.09836333370441 6.10699582325191 5.86679578630202 6.06133861265654 6.14501450526835 6.17041017178044 6.00902063771433 6.28324015174746 5.97750914801897 6.07278021462582 5.70051161614947 6.019642112491 5.95798587275612 6.34119445860093
"docosapentaenoate (n6 DPA; 22:5n6)" 5.92786290007157 5.91975412348978 NA 5.97078745692485 NA 5.94370270970518 5.89390982956852 NA 5.84122427995136 5.83073811211959 5.94824762852787 NA 5.9247536487304 5.65212445061541 5.45885380962046 5.72642970098284 NA 5.80905510133104 5.72089656426795 5.79964307148799 5.82642469010876 5.8199951041639 5.84429260797547 5.78408854361423 5.77200026856969 5.90305687077513 5.75477553858383 5.75419615306145 5.63994942349106 5.76975015700645 5.23156133309523 NA 5.59017394745943 NA NA NA 5.7499626769999 5.43051525732077 NA 5.55003624230731 NA 5.70064488442564 NA 5.74890015110847 5.62682572558805 5.77252046833517 NA 5.54665615743222 5.53134733142862 NA NA 5.65876574539695 NA NA
"erythritol" 6.8705321846479 6.9149728241691 6.87110809684466 6.92771278676611 6.86610868027058 6.86591711515751 6.88911998930786 6.90066393168022 6.90797895873742 6.88080576348075 6.91086394772387 6.90108544188713 6.86406409736563 6.88916433165057 6.92493927384784 6.83547736616752 6.90071682705623 6.90912012547484 6.94678066199764 6.87739951073919 6.91170357058224 6.89236611888583 6.88126896266072 6.93940457375202 6.83077421455858 6.91200448269971 6.86784063219791 6.82695293930835 6.90345518363554 6.88942900217825 6.87627703228166 6.88186314425565 6.89552403532045 6.90661131822716 6.88673143808014 6.85820497360069 6.92830816508504 6.90143156541628 6.91095640119669 6.89648928986598 6.8895027763252 6.90570658455888 6.89208630647306 6.85865982934684 6.93640299331928 6.94144215863062 6.8694506897908 6.89661472077283 6.83071239611884 6.91720533828801 6.90541007713538 6.89186107879441 6.87842142511274 6.96711833638281
"erythronate*" 8.27759502329951 8.28996233874748 8.24238378160051 8.2829855990961 8.25541554779721 8.21310212296122 8.24969888501225 8.31040439450409 8.26776414317746 8.26071454548305 8.29132049808395 8.26907876900832 8.28772793837227 8.31867205628332 8.2604264288921 8.25076074585264 8.30933518983493 8.29135538622581 8.29172282046784 8.35243327875428 8.28814065179886 8.26255318202369 8.2880229936059 8.30742551816779 8.20959384524036 8.31065406478992 8.23080454977234 8.27026600201553 8.3135447951768 8.27405992792034 8.27943374925507 8.27869387449753 8.27649842123728 8.32123364390813 8.27995366621505 8.25577749854193 8.31085461482095 8.30759549921392 8.29635642436842 8.33705991818551 8.34691276732254 8.26586411769443 8.28070112087644 8.3130791087328 8.29994178544101 8.31848973637864 8.27078482366556 8.24127952660019 8.27024690709741 8.31329350541001 8.29594610550432 8.31172396361825 8.28823437611442 8.3438081578243
"ethylmalonate" 6.15562597648586 6.15643647454932 6.27434538702137 6.216568329205 6.0603461082527 6.33332795307956 6.12249996142693 6.20752369300792 6.11102916896224 6.23990806604412 6.23643396571488 6.28884792441039 6.23142167266839 6.13121208479454 6.07875832689785 6.25919403884979 6.12057755031145 6.1331536204966 6.27473913746945 6.4262683463779 6.11167812144676 6.20765321422969 6.06760864617289 6.30839343647976 6.11737239825075 6.22894340050456 6.34195872502625 6.06607720658516 6.35885180159855 6.32142691551881 6.13451911529778 6.08073901376975 6.3307424139545 6.23768018771438 6.2972697108376 6.10654580580068 6.11791298045939 6.22547908868816 6.29642209279966 6.2777235596437 6.30081648745218 6.30579532680791 6.19007833252897 6.12756056833342 6.112997230873 6.19466638770864 6.25905390019126 6.20431075888583 6.21243239223183 6.35282055859384 6.167415999973 6.23588104175467 6.31298466426568 6.37426558945415
"folate" 6.11166972587271 6.10261685288234 6.0655173481023 6.10378046677059 6.08430560848427 6.07158378754073 6.11541744899857 6.09060154242607 6.06280001676094 6.11775471783747 6.0646170765983 6.09541799667836 6.13242011825561 6.09722293970537 6.07673217095635 6.08691906957484 6.09178158214477 6.08278752383747 6.12964381845654 6.1203165683849 6.08507998178364 6.13470291682056 6.09382812064167 6.09134683318027 6.09176892570496 6.06055506617974 6.06525097542697 6.07987953656906 6.10364091550438 6.09598728685593 6.09113140792887 6.06342118490981 6.08160651072553 6.10701109867909 6.09966234373848 6.07237233595174 6.11575192554862 6.09802419822558 6.09517493269044 6.14360897088332 6.11932221642471 6.09257328230102 6.09469363445252 6.08641856325195 6.12613173208945 6.14304510607779 6.06486326638248 6.08452516043154 6.09366923250017 6.05148979001212 6.03992267958021 6.12761366179533 6.05135861865183 6.10598645527182
