"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "UT_24h" "UT_24h.1" "UT_24h.2" "UT_24h.3" "UT_24h.4" "UT_24h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5"
"1-stearoyl-GPC (18:0)" 6.3073890556533 6.25425192120667 6.26924130848937 6.26767826628684 6.22904695536732 6.2580973111495 6.25222102467145 6.24218997468933 6.26532616919016 6.27094585097228 6.24244650917808 6.29800220474102 6.20649719847356 6.12406285916727 6.20218305935365 6.22262778280015 6.07458095118322 6.09240480689901 6.223769981784 6.15775707396597 6.20508142279868 6.14446896795291 6.12581003390273 6.22337287775153 6.23404552935281 6.18625887143269 6.15989309254321 6.15561596087869 6.1480566676148 6.2067587035541 6.22812229043236 6.16456519171754 6.23897219567188 6.20936083944692 6.22618629089264 6.27677787389679 5.96505346038558 6.01189424649118 6.02506980713979 5.96744079334246 5.96088869780056 5.93789936196269 6.03953705272462 6.01105041678276 6.00462355478905 6.05251888096987 6.02688080614593 5.96368443406996 6.20412323985232 6.24109626444439 6.24462095578536 6.19176139334164 6.10733718572511 6.13847448687516
"2'-deoxycytidine" 5.63861204010513 5.72398733668561 5.76630351607643 5.78584214260502 5.76424041218634 5.69541425054045 5.93004896189351 5.74353720123878 5.90582663056551 5.76642474542837 5.8877612912134 5.81409836462949 4.99997828473302 5.26317668058821 5.32907229075473 5.20718449293465 5.09999813307653 5.47762185239959 5.52367364486528 5.42820771048816 5.25823009044913 5.23724455500174 5.20069731937418 5.21530437963723 5.54067351998556 5.43770776527007 5.48265352342363 5.50964465906607 5.48746786158144 5.49291257489463 5.52905287778668 5.38174124109446 5.48803715585801 5.47902651745163 5.46081818975167 5.45442255098828 NA 4.91287539864757 5.01665316527671 5.20988749015763 5.23226659442048 5.13635268759489 5.07892421243255 5.08265254921607 5.26122955177349 5.14656831112221 5.02135471308142 5.09762514121031 NA NA 4.69266188627308 NA NA 4.89715405749817
"2'-deoxyinosine" 5.1353044262076 4.90003923548732 5.2024828679107 5.23783015739539 5.2541394499423 4.83588706906113 5.342045470482 5.02663947596109 5.28909373511671 5.11017204816779 5.23786783008058 4.96151601144895 5.04660050601446 5.13539982731993 4.99188145423849 4.98066227149696 5.05151524809686 5.15389409681147 5.46438968101002 4.93280341922045 5.07830453452758 4.81470695883036 5.07352773203813 4.86977717957211 5.30252356894876 5.02128441982456 5.24309512363907 5.37271689467945 5.25741695963167 5.30376609977916 5.41295588137307 5.05976404816498 5.32052638714463 5.33604325194403 5.3822386384018 5.04246131302098 4.81093784154209 NA 4.5704612101121 4.95514394069988 NA 4.6772783704395 4.61713669237761 4.5503995903555 4.85025402926882 4.81788254648233 4.81636726027562 4.80747414139699 4.381962977656 NA NA NA NA NA
"2'-deoxyuridine" 5.52736692490527 5.52040885125074 5.49565116362463 5.58352182331201 5.49937636847981 5.46540367328744 5.47025315201958 5.56661423823912 5.52033415691622 5.50965003182008 5.53251742646398 5.59432624081245 5.58591058345113 5.5624439488562 5.62129159346876 5.59629683389479 5.58169143852978 5.54075855096622 5.62888017128455 5.5955976188516 5.55219717093512 5.53273145375202 5.50767375353157 5.62377116412798 5.5618738359126 5.56376340368527 5.63124890160851 5.47122274666247 5.54456905516731 5.51021782571555 5.49787880219228 5.5242571775792 5.49213992431324 5.58587226818888 5.6054569687516 5.56163080464461 5.57699863016089 5.61915805238528 5.57583187865081 5.61467790520187 5.56529279458401 5.59450083422667 5.54436202423463 5.54566207824995 5.80826230174252 5.58778839046633 5.53783797703158 5.5920701144564 5.47736294471711 5.47640552702847 5.48203847865406 5.45365921915414 5.42832759094214 5.51005145711924
"2-aminoadipate" 5.91056677968542 5.81582802637747 5.84396615981884 5.83125659623181 5.82948903229076 5.89072106459726 5.82567532739021 5.81876611550708 5.81688530202045 5.86640077262349 5.84098696893933 5.89231948672642 5.77951929252058 5.73080084176225 5.88270777953201 5.84682186552842 5.87739438475373 5.73583274901316 5.83781057859054 5.87974253676744 5.90564533482406 5.79265568830623 5.90850700112942 5.82280531813598 5.90302429498347 5.79792990599501 5.82708417374163 5.83605560580837 5.80165200332801 5.86488766227253 5.81415299982244 5.8905814042609 5.83279558016596 5.84226403801663 5.83616834952172 5.93577169180873 5.76135190381007 5.7566733753502 5.75813643124164 5.85911787356066 5.84667909261883 5.77491312432177 5.82551050162115 5.76335760220124 5.79791814865155 5.83358501193582 5.89793648459353 5.78174029970634 5.824753706929 5.86256903255199 5.94341388199674 5.81713284284612 5.68426711395139 5.84468464314577
"2-aminooctanoate" NA NA 4.56453587473222 NA NA 4.50749155896537 NA 4.60124492481052 NA NA NA 4.57506077210225 4.64512739925839 NA NA 4.60522960382277 4.54327317891328 4.42866923065219 4.6536080241537 NA 4.51939479538102 4.59169888171983 NA NA 4.61580280823004 NA 4.67426391969223 4.60419364183912 4.57992072059266 4.63086500069473 NA NA 4.77718024134325 4.72138187779194 NA 4.39471427953334 4.46236804552252 NA NA 4.7967477388753 4.58774462995299 4.56837775371822 NA NA NA 4.60229878763004 4.44396667837458 NA 4.53917650209502 4.55140119809846 NA NA NA NA
"2-hydroxybutyrate/2-hydroxyisobutyrate" 6.39623841440034 6.43025667269284 6.45204294646129 6.43411792977584 6.37921520412183 6.39075446659159 6.4045653628454 6.40945615149263 6.46447017216216 6.41500775609362 6.48047808376891 6.36433820459601 6.39134996025164 6.44917776028618 6.40886838919531 6.41377220051602 6.43828391019777 6.41567516840019 6.44960627738367 6.47138046825942 6.33833933782446 6.43647195180417 6.47713949470487 6.49777514551738 6.45294015572911 6.53836784752342 6.40750749391347 6.4391677885484 6.416811861773 6.38104789981869 6.39700997079279 6.48519129216852 6.34076961453757 6.43799933912179 6.50457266169462 6.46376566682143 6.40816921704999 6.49769355542195 6.39839022546658 6.52007485478501 6.4276840607126 6.37623266962003 6.47870743807296 6.49109178702159 6.43642235065324 6.50649799704787 6.49314159088378 6.41149327083354 6.43834786155858 6.50395511203063 6.40119351220881 6.47559739556834 6.42043320986421 6.3482462390741
"2-hydroxyglutarate" 7.05634867461137 7.13036860716604 7.10250889455177 7.08417489734505 7.11373681287966 7.08928564132373 7.06551006518772 7.14065291987328 7.12808108964825 7.08537592994111 7.11479697054091 7.14541564305704 7.16423953773614 7.15829315023938 7.18274447112633 7.15033016174878 7.20123200640431 7.04424557128837 7.13487607141423 7.19849590080924 7.08184631562191 7.10982393662179 7.11262195745418 7.14492918773877 7.09459004545815 7.19545650134458 7.14741347336914 7.0885674390474 7.1576663696566 7.16887330674483 7.01692667349834 7.16250947405647 7.07895314536224 7.09140186916083 7.17189788570895 7.13842159961374 7.17408374707584 7.18729674762631 7.25299086727453 7.24140889901751 7.19561328326444 7.16519694596105 7.19965640789652 7.18284123278324 7.22242484983845 7.25655063309556 7.24621260074443 7.19807143921292 7.19438350657371 7.15581052581579 7.1497062655844 7.22795371956181 7.14697420913004 7.14708141263654
"2-hydroxyhippurate (salicylurate)" 5.57281469892836 5.54149062884843 5.55300141231947 5.54750641801278 5.5741829547736 5.52771494724928 5.53557511767428 5.57213709342304 5.57737804114672 5.56060954116219 5.51917672000143 5.55195353634491 5.5342076590701 5.53304466067417 5.58204744606834 5.53835628080737 5.5621905254806 5.53858755661726 5.6038369584054 5.55971515827145 5.55177803477129 5.50858088863984 5.57933535633493 5.56462582802209 5.64964245615972 5.60359467899657 5.59473719699271 5.56278874781798 5.56134828860925 5.54750641801278 5.53883503612028 5.59381753086231 5.56010996602589 5.48784512011144 5.56692513667808 5.56141148325659 5.54545927847112 5.53234026459102 5.58679877484278 5.60963495571156 5.59086523123737 5.53096384503128 5.57805326214859 5.5614818212007 5.58016286719113 5.57918660301001 5.62909956940173 5.5669792856146 5.56920648082033 5.56690276884262 5.60049262053209 5.60273804686289 5.52276624844056 5.58681901658644
"2-methylbutyrylcarnitine (C5)" 6.27492619383699 6.18887844565648 6.2502381949398 6.27271998979291 6.23463545829735 6.27152843002958 6.12489139592966 6.22852996035228 6.26405194009028 6.22300243921041 6.29650855279536 6.28172609399859 6.22674447414208 6.21668647952973 6.29122916989892 6.24603153704607 6.23868928618917 6.22125927270742 6.23056233406853 6.23560949081543 6.25011027408223 6.24226978508488 6.22901517382774 6.25302040832684 6.32766579550927 6.18000394579416 6.17894013136606 6.27567200324728 6.30292891657989 6.33382638610827 6.21621394923038 6.23219815533211 6.25601571874255 6.18052011817037 6.2379898671389 6.26564596891085 6.22843500847619 6.24373013460036 6.20028620518575 6.24733337630456 6.13855372677636 6.12495849655769 6.19219543985306 6.22375675083118 6.29069712867859 6.29177076427055 6.26917868905993 6.27429851017354 6.20162240735589 6.27183835512179 6.34634182350322 6.17243215686397 6.26608910423924 6.16186909852861
"2-methylbutyrylglycine" 6.39255556475573 6.41538990380236 6.52604137330918 6.48662625689735 6.54095268431484 6.43855690413139 6.45603943023456 6.37683289639865 6.5522849676985 6.3548675984221 6.54458070547203 6.46452993464475 6.31579239512999 6.43968930055842 6.38723815276689 6.34142225731702 6.3415939674487 6.5317498833438 6.53802511578407 6.38806050676856 6.36742189895254 6.36872263464615 6.4359930322685 6.47916082689516 6.52460419603405 6.46424088216203 6.59645040026186 6.55988939648353 6.59045538814914 6.59312051609434 6.51256727030325 6.36868305598771 6.57204821731797 6.47822758483754 6.49981034428613 6.38950700463424 6.20685392893084 6.51730835114012 6.42235588809702 6.51785317825469 6.52776300397388 6.58971084120739 6.34865196513827 6.37748528776502 6.61501462832856 6.47474583862838 6.55990901783658 6.56137523688531 6.35140569127239 6.37578245724128 6.37800049418275 6.15883633831063 6.55496232553735 6.26660090175581
"2-methylcitrate/homocitrate" 5.62207407260302 5.65858752833573 5.70493428577614 5.54808954700966 5.642575305614 5.75947520180847 5.63656411687145 5.65542082656048 5.55461391846095 5.73329840139748 5.71730011321704 5.55917980023343 5.67629662022493 5.75422215789467 5.47051192232328 5.56161412104018 5.60137217593276 5.56537313984322 5.65198800889325 5.64576799518157 5.57367094340225 5.69395722218504 5.64757464339357 5.68824535721348 5.69093552342112 5.69894742043577 5.69312520141191 5.67432367876748 5.65724043661027 5.72543135714039 5.73189403377119 5.67890151811342 5.53032010534888 5.54400351580501 5.63008905422064 5.54633039953758 5.59261194449173 5.65269201371194 5.50256230382863 5.79450756507368 5.64763036923828 5.53491537170109 5.73071930647411 5.6767832021919 5.6291995373624 5.69618858058213 5.69833808063939 5.74953071115673 5.6981840892312 5.60294613314267 5.68095885417787 5.69705053011244 5.65484432172323 5.64133725643577
"3-(4-hydroxyphenyl)lactate" 6.58814683623353 6.57858787080499 6.55731070236468 6.544495056042 6.55491161930273 6.52826657103586 6.55265921383635 6.54458838954452 6.56578455813098 6.5963615231958 6.53906932073352 6.563224942253 6.53129609168216 6.5219761692629 6.59689561169595 6.58763857657272 6.54997222730508 6.52952813661922 6.6143266718032 6.5881077087006 6.56879571423351 6.532691331669 6.56156907210663 6.58135529529078 6.62027819285481 6.58821678613214 6.57990598184205 6.58893155707738 6.56775793013766 6.58062907589764 6.57747330171535 6.5794524923222 6.57455615720193 6.57139819436428 6.57412726515066 6.56190194251985 6.54784175134337 6.5403442430553 6.59354523689012 6.61270917283277 6.58102003130847 6.54926449622351 6.59749180953307 6.57124879496897 6.61276616680374 6.57335706708208 6.6114833710224 6.59145384992744 6.56627718025091 6.57292373763315 6.62881524901157 6.59442791133638 6.53928942807145 6.57526545658061
"3-aminoisobutyrate" 6.03177473310326 5.82201369425318 5.8521828394543 5.9730724082118 5.37625202705586 5.77669101644005 NA 6.10130465167953 5.92095041208092 6.14069937956624 6.02051127067841 6.03330792818078 NA 5.8523829985048 5.46935360873957 5.95737739011252 NA 5.78965261860927 6.018897217794 6.30890893809269 NA NA NA NA 5.63570485900413 6.125813284571 5.91027747100497 NA 6.13023209951678 NA 5.78476417200159 NA 5.96111151927347 5.49599089007213 6.01260061734717 6.11928393930746 NA NA 5.974142178028 6.15987806566604 5.69919751504194 6.34280784762286 NA 6.10832785584598 NA 6.08226498205127 5.50558947902313 5.92053602309295 6.30056526915877 NA NA 5.92955787771737 5.77966141415137 6.1128164005524
"3-hydroxy-3-methylglutarate" 7.14295074490544 7.19374338886194 7.07431594601659 7.14215989896924 7.08236745697694 7.12982531425861 7.11024799824142 7.17518570917508 7.11073680684949 7.11523082895108 7.15536087961372 7.14792622666755 7.1482581053701 7.11485021392304 7.19900100542912 7.16689882189737 7.16677835710664 7.08262238957783 7.1517354905431 7.17616988819153 7.09905263519403 7.10810447482605 7.15001228438459 7.12325278353392 7.14793376445942 7.24595783817905 7.12244161994724 7.12885339241943 7.15207019425419 7.15995553867461 7.07413229036772 7.14899343650712 7.08224025797188 7.1314226102378 7.16147207068414 7.13755902342756 7.14244875515833 7.27023015173406 7.12743463965404 7.18311096251778 7.14931649458422 7.10743960998993 7.15639218335872 7.15970161123399 7.14298580466177 7.19753097043103 7.19940436474264 7.11514255277879 7.15417275835104 7.15585445168704 7.1514901304029 7.18077849004232 7.13695860306819 7.23846814268994
"3-hydroxybutyrate (BHBA)" 6.47455933776377 6.47883002227529 6.45054238905325 6.50595213897433 6.49292220688436 6.42571660544121 6.53454263459828 6.51490898321051 6.45928209054817 6.45444359993274 6.47971520618115 6.49629766343142 6.41462142689319 6.4405618223893 6.4783539134173 6.44988735363764 6.46341231279062 6.38720717066358 6.46155869956218 6.49844413050019 6.37274082777101 6.43059341501043 6.45701577376669 6.45768180280461 6.45458374768829 6.49839382005038 6.51434822355642 6.47463985889056 6.46270174803178 6.52486690432677 6.45666796022443 6.41605356374832 6.46741170384603 6.43807695351105 6.4615905082364 6.42327717478845 6.34516251209075 6.3290448080463 6.40248509398304 6.44552683281315 6.38826252160113 6.39688913538076 6.42668396886951 6.42520234099335 6.40552205763211 6.55285576163149 6.47127718542626 6.4272729668708 6.42654606859109 6.4358236696399 6.45502098022973 6.47780126152651 6.43823736541544 6.40679472161023
"3-hydroxybutyrylcarnitine (2)" 5.41477787146845 5.45850187468639 5.44234648135333 5.64222306850311 5.37511102283461 5.56250698428536 5.53983357040301 5.50262510220851 5.6392433756993 5.52495145610117 5.54739807154995 5.5485220818969 5.43200186888693 5.51514897362412 5.23241920781712 5.56977407213668 5.30985577163714 5.51337210681346 5.5940973950717 5.42660233979484 5.34032709736705 5.34796586422939 5.35020924030995 5.45216685201459 5.53750049561913 5.5910401076724 5.72523026800725 5.3439793994776 5.63759078628556 5.57634711004136 5.66423098745297 5.62028808350355 5.54472890972998 5.46694617163737 5.48756538676512 5.66513051697092 5.37979484327698 5.6173830649109 5.40261211633297 5.51854815567101 5.54946797829871 5.58591959831571 5.46927401768533 5.48208427943787 5.58234749408436 5.67885967138137 5.4999000545827 5.49762203068365 5.33312067512815 5.3814147398165 NA 5.41949644156624 5.6003629314265 5.44367439415167
"3-hydroxyhippurate" 5.47522213686853 5.47467800292902 5.46931381503573 5.46294127483938 5.48699122799113 5.44982230444168 5.46786106207673 5.44189299690801 5.4746619886644 5.50513097752068 5.46831483096964 5.46663929635171 5.39340847237664 5.40135228315808 5.46603380507801 5.42389600936938 5.47343879355085 5.42338351527963 5.44588896971412 5.47206424379521 5.46290238502868 5.45038307212362 5.47401801732678 5.43091637132843 5.47453676587209 5.50384922037442 5.50230418905511 5.44698427879663 5.49171179017077 5.44168885285412 5.46954073763571 5.46219128444081 5.43376983392487 5.44878049910395 5.45111990379451 5.42279167586554 5.4359430580612 5.44496552334867 5.43543981252158 5.5549710381845 5.42624116659234 5.46274679095183 5.47712270236552 5.49274083835287 5.47615314744675 5.49238458269606 5.51575068787682 5.45873602624542 5.44478465306938 5.45467720522038 5.48263922994507 5.48638938542592 5.42385182444069 5.45530177165708
"3-hydroxyisobutyrate" 6.35929578753137 6.38273600641345 6.34526332926221 6.3870233692973 6.47358038807322 6.30887695042129 6.31764972312868 6.49651728754121 6.29064798088451 6.39434396944356 6.40445106117939 6.55767847985589 6.37666271262567 6.36459657981215 6.44095722943661 6.38495541674667 6.40334379070016 6.28167206061167 6.36886363913819 6.54816981969815 6.31760102471012 6.33903722305349 6.4076179360887 6.41137218858689 6.38350424947143 6.40348805683 6.36077682354654 6.36064187615647 6.60377586049612 6.472191059941 6.50078380203625 6.36532265944981 6.38100671929658 6.46689815329555 6.44255454907649 6.37680626968401 6.41573136511722 6.34933659527305 6.43241701729051 6.40860200917542 6.41079629131884 6.41124062705077 6.41050830919902 6.41525621538991 6.44017031079932 6.48291715373134 6.47325888733215 6.44628950512461 6.41837670614146 6.44063535882921 6.46268468736719 6.44197007558766 6.37965208967989 6.39212636928828
"3-indoxyl sulfate" 5.09941473559642 5.00715437737481 5.07242269846109 5.05704197531232 5.10858193518245 4.95344557213989 5.10493756058204 5.00145678343127 5.00290006861139 5.0212306584797 4.97914758275477 5.02018305273428 5.00131825249488 4.99118618967385 5.04665121697092 5.1053159861775 5.11363255353235 4.89184954693487 4.97635456498204 5.05668383826741 5.01673674854508 5.01871297821343 5.03096788644625 4.77325970812838 5.09147350401776 5.14448702864159 4.95393839685016 5.04163345443651 5.04492763004059 5.11248769937603 4.8553737607947 5.03580583041971 5.21229150292453 5.01069844253167 5.02815627887054 4.97517437253142 4.97236948658666 4.91038424941399 5.09220816962437 5.10192913710463 4.77400573025821 4.99977410813243 5.1351930984165 5.04909004204798 5.07736063669644 5.15135759052659 5.03848107008233 5.02288181333203 4.89790736815482 5.03503729494177 5.06542284746576 5.114260605446 4.95119661741834 4.71232975453315
"3-methyl-2-oxobutyrate" 5.75669542988525 5.96822369544926 5.85370916023855 5.82608582197326 5.89704672814088 5.83688087113536 5.81111701271737 5.99797451181453 5.85245742437651 5.83720320982563 5.85934848579888 5.96415163258274 6.29090322197515 6.40525207917826 6.39100465926779 6.33996870880405 6.40350057707578 6.34817767209455 6.19699286339928 6.24926049987365 6.335259263336 6.27446151820232 6.41017571971574 6.39124341734027 6.31551609190771 6.39429930079055 6.2686498023679 6.27092932735715 6.34554153383734 6.38000091988043 6.1981047971214 6.33123187065823 6.17930987462413 6.18019385385424 6.28137930074564 6.24006901258121 6.63030733395127 6.6494534458114 6.61079096395879 6.67683594345802 6.67695611843063 6.66715267222942 6.59475950122768 6.62714271121355 6.70267716979463 6.6747439664208 6.73615944827287 6.8168324000024 6.44898226422981 6.62888445826287 6.57063831075129 6.64100118602572 6.59560599406915 6.61164525540847
"3-methyl-2-oxovalerate" 6.38994958893471 6.35645171608952 6.34883290107102 6.33459467292936 6.3647687445983 6.38036755958956 6.39571489969824 6.58984989194414 6.28915332493241 6.39168828997212 6.65146206544382 6.37876752991322 6.88392692648243 6.84995651328272 6.86767639394752 6.87143328508464 6.87947894527121 6.82917655417139 6.70831975128552 6.68825185639346 6.85589277890331 6.98616692763727 6.89348495672787 6.8728926080208 6.85670207081349 6.81171787061596 6.78849114274947 6.97104518454726 6.82351915611039 6.82781251832451 6.73223859246678 6.78502173264471 6.6899288624149 6.70744012375013 6.80059598119875 6.73672580370933 7.20145934142524 7.1845065182574 7.18150719376552 7.36726965001744 7.20651593276259 7.16703468548285 7.25126274015832 7.0970527160989 7.19943901974793 7.29464801860966 7.23336685482625 7.20981331527568 7.12277875232625 7.10424664636884 7.130540314865 7.15351188018562 7.1524030196859 7.09762691021287
"3-methylcytidine" 5.30139464989544 5.32366865798514 5.2497338608613 5.14473917704422 5.43833662326384 5.2665538867047 5.43999389710656 5.23631804364238 5.36456412717001 5.33262627691075 5.3459811218263 5.36505722076633 5.24624738550471 5.24782356845534 5.33959850012013 5.25988522188296 5.3550030093477 5.39776973185869 5.38830017800318 5.30426642916115 NA 5.32024601693251 5.23091617516729 NA 5.370348370641 5.37756303554985 5.4066440580624 5.32269262449555 5.49473048739 5.48686526409928 5.39290613786639 5.16249271513453 5.40196028192528 5.21789961509499 5.37421110125997 5.25726327722089 5.35044573241676 5.31647567922131 5.4104701671946 5.40698957037114 5.35267636782951 5.28641380169885 5.37932002421334 5.23745073689047 5.33054566519525 5.4091415470564 5.34696485929453 5.31893939156067 5.31798607378389 5.30950454448233 5.47767679618576 5.19226629757059 5.3394752920647 5.44345387856964
"3-methylglutaconate" 6.39896806882351 6.30855054152578 6.43693843408162 6.42584483209922 6.34944188702589 6.39513078543316 6.4104283083965 6.27826234186922 6.5216338381931 6.41266177151716 6.48146255112553 6.4081678596565 6.39679857384067 6.39601442735066 6.44366673272185 6.38053033090489 6.2975764712737 6.30306834310196 6.61626466972305 6.26839682207743 6.20049044236842 6.3799976610818 6.28016960437224 6.49817431561395 6.58636650094111 6.442569754338 6.25929158309724 6.34289935343725 6.39517589313258 6.46613091859822 6.36098682652813 6.27377906249947 6.42392906330252 6.56026766914639 6.44645048591994 6.23348143621924 6.37482969988773 6.40328579627904 6.44856163401475 6.67887404527875 6.43592570898216 6.40605588504995 6.49150274658494 6.40668202679773 6.43496405991964 6.42823266130948 6.47255299977697 6.41042003743083 6.33789353824608 6.27884182234434 6.44908496467853 6.40998060585201 6.42278166832233 6.35230391057935
"3-methylhistidine" 5.25712155305623 5.33097555737337 5.3379581636797 5.29643921061205 5.37867764911515 5.34252334651176 5.33167423761544 5.34469087128887 5.42604581270213 5.27826874919487 5.25694373191813 5.39203533730591 5.19012991450919 5.27114199178065 5.42129619260973 5.34197828872646 5.28204402829266 5.31865799461507 5.26324775173929 5.3243483148697 5.3218261837685 5.25894123035792 5.37138007243703 5.34606139065232 5.28932133757147 5.36125552005815 5.35939147855797 5.30872444346487 5.3466404526557 5.36631647197685 5.31157798914758 5.32627644865765 5.41119361909221 5.23199939186313 5.25871388800397 5.34618274460646 5.19925863529113 5.25253022296042 5.43573132008445 5.29618237255544 5.31689459734708 5.30015836112184 5.26450615211633 5.296518207158 5.4543081367089 5.30987492131508 5.30876710814864 5.33927450728819 5.21363727114151 5.30650437287408 5.40877910570115 5.21523559559868 5.31194872022397 5.29289153742364
"3-phenylpropionate (hydrocinnamate)" 4.96114571628776 4.89039307102383 4.93530569028993 5.09024041266722 4.95567813128158 4.70368679302964 5.02106933450288 4.77385224219091 5.273512859057 4.81897766765923 4.86920824371908 NA NA NA 4.84077083423799 4.88761730033574 NA 4.89766007442896 5.26857563192782 4.70961759668241 4.95148323075229 4.92000847362201 4.95842530732062 5.03990168302735 4.93913470684501 4.98749197599978 4.85084220539651 5.06599401994949 4.80744031177937 4.83355506777619 NA 4.71216969255265 4.97932525209838 4.95752587914189 5.0148857973015 4.78481692236836 5.10515920116428 4.9020845179804 5.13490032919586 5.15154757732027 4.96498049799924 4.79811175847346 NA 4.67013448123561 4.92586878685498 5.21688341319459 5.28647892493077 4.64851613374055 5.01039749229866 4.89421634076855 NA 4.90774447875158 4.91593775269739 4.89559932205972
"3-sulfo-L-alanine" 4.59943545268847 4.37213841744643 4.71157104355789 4.60228793610069 4.78731166951578 4.62190296089123 4.65591600938354 NA 4.78724079206647 4.6413253540437 4.91532595137329 4.91342705217052 4.76911135006584 4.95266169927441 4.86772669078045 NA 4.71948044649356 5.06515006232513 5.01510816064584 4.76041494352301 4.69991573583337 4.89890609993491 4.79381133086488 4.83271962213974 4.92395344299402 4.83596944481574 5.04283136762466 4.98896452512677 4.89271219780697 4.95903661982804 4.99239443883981 4.61007432214006 4.98486921375948 4.91594302310159 5.02643111363916 4.73368667433426 4.83894978502982 4.96710784291004 4.81105863921686 4.77775296453298 4.92729335364403 5.01761757333967 4.88808959183615 4.6969938180432 5.01792189819678 4.93031214223991 4.81290667513789 5.05203565446525 4.83085801451324 4.76312837679914 4.9366846117821 4.52278318998285 5.00973126942366 4.71355774013599
"3-ureidopropionate" 6.36564089701623 6.41794160625732 6.40417955971476 6.41416631418488 6.47711213443978 6.43590708580496 6.39130233668399 6.38358757083738 6.40931317772767 6.3689683875389 6.49187427899417 6.47066725746085 6.73054819406141 6.90004453839613 6.83345426183597 6.88593317324992 6.71927749412592 6.94152335817726 6.69651565909037 6.58348828270105 6.72630623645034 6.73750957791167 6.77898949783613 6.74493963935788 6.83850038225265 6.79668920486418 6.79089619527675 6.78185413849712 6.82858250274465 6.88957228172781 6.77819098651084 6.79793045927392 6.76242781567928 6.75898784945904 6.87437946521747 6.79611982065433 7.14190302177075 7.18743515075385 7.00684241029461 7.18121080011628 7.17782283787593 7.21774133874904 6.87115373251459 6.84588142072394 7.09915329885339 7.07023430808552 7.10350005323138 7.11235396978659 6.94813694458433 6.95770198836429 6.98848484404305 7.00521235387656 7.06475500496694 6.99987108226543
"4-acetamidobutanoate" 7.0315817030932 7.2297039531533 7.26865293736931 7.22480883101599 7.23616951737503 7.21039589923192 7.2500464948776 7.2583211430363 7.24362085290953 7.13312344754671 7.22650669586759 7.20800318603697 7.02787586576033 7.23061698636608 7.20508675819208 7.21223801161104 7.09388858085821 7.24951357746156 7.23443385856507 7.19524799865211 7.18911919413763 6.95224707813756 7.1717408714058 7.08412777588382 7.26538053054401 7.25627529057381 7.27849834365905 7.25479548439276 7.27687935331438 7.28046131359698 7.18868110439665 7.15900188173046 7.25049309426278 7.2063853158093 7.27805867696406 7.2467985441393 7.07834620025539 7.2625343333937 7.14356978004305 7.22052543804075 7.26956066729044 7.28104610030242 7.09845332122016 7.10082590190603 7.30534930546794 7.26602838235023 7.27390098515452 7.25374816170614 7.11462939632682 7.01844562947899 7.1386429253977 7.09361182248897 7.20920990935036 6.97130285210676
