X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 X10uM_10h X10uM_10h.1 X10uM_10h.2 X10uM_10h.3 X10uM_10h.4 X10uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5
2.381214e-06 2.370275e-06 2.373370e-06 2.373048e-06 2.365054e-06 2.371070e-06 2.129003e-06 2.127138e-06 2.131435e-06 2.132477e-06 2.127186e-06 2.137477e-06 1.305097e-06 1.295539e-06 1.304600e-06 1.306953e-06 1.289739e-06 1.291833e-06 1.862518e-06 1.851656e-06 1.859455e-06 1.849455e-06 1.846357e-06 1.862453e-06 2.246170e-06 2.236726e-06 2.231483e-06 2.230631e-06 2.229123e-06 2.240786e-06 2.209616e-06 2.197225e-06 2.211719e-06 2.205972e-06 2.209241e-06 2.219017e-06 8.445891e-07 8.482882e-07 8.493235e-07 8.447784e-07 8.442588e-07 8.424314e-07 1.028313e-06 1.025609e-06 1.024998e-06 1.029541e-06 1.027113e-06 1.021086e-06 1.314198e-06 1.318476e-06 1.318883e-06 1.312762e-06 1.302877e-06 1.306538e-06
2.236297e-06 2.255727e-06 2.265250e-06 2.269624e-06 2.264787e-06 2.249257e-06 2.067554e-06 2.030434e-06 2.062799e-06 2.035054e-06 2.059241e-06 2.044617e-06 1.150565e-06 1.187239e-06 1.196134e-06 1.179593e-06 1.164724e-06 1.215789e-06 1.740957e-06 1.723197e-06 1.690789e-06 1.686715e-06 1.679581e-06 1.682439e-06 2.101449e-06 2.078424e-06 2.088528e-06 2.094556e-06 2.089605e-06 2.090822e-06 2.065788e-06 2.033165e-06 2.056793e-06 2.054808e-06 2.050786e-06 2.049371e-06           NA 7.528157e-07 7.627014e-07 7.805753e-07 7.826024e-07 7.738528e-07 9.292584e-07 9.296780e-07 9.494236e-07 9.368239e-07 9.227398e-07 9.313600e-07           NA           NA 1.113157e-06           NA           NA 1.143869e-06
2.115410e-06 2.054777e-06 2.132214e-06 2.140969e-06 2.144988e-06 2.037738e-06 1.946263e-06 1.875576e-06 1.934692e-06 1.894719e-06 1.923387e-06 1.860429e-06 1.157200e-06 1.169670e-06 1.149406e-06 1.147798e-06 1.157896e-06 1.172239e-06 1.729965e-06 1.625709e-06 1.655322e-06 1.601024e-06 1.654363e-06 1.612609e-06 2.047525e-06 1.980635e-06 2.033691e-06 2.063666e-06 2.037039e-06 2.047813e-06 2.040152e-06 1.958638e-06 2.019345e-06 2.022863e-06 2.033277e-06 1.954500e-06 7.428999e-07           NA 7.186498e-07 7.568671e-07           NA 7.295752e-07 8.747501e-07 8.664247e-07 9.029157e-07 8.990865e-07 8.989066e-07 8.978498e-07 1.063833e-06           NA           NA           NA           NA           NA
2.210534e-06 2.208905e-06 2.203094e-06 2.223603e-06 2.203970e-06 2.195958e-06 1.973810e-06 1.994092e-06 1.984395e-06 1.982145e-06 1.986956e-06 1.999860e-06 1.229784e-06 1.226775e-06 1.234298e-06 1.231112e-06 1.229244e-06 1.223982e-06 1.760177e-06 1.754136e-06 1.746204e-06 1.742626e-06 1.738002e-06 1.759252e-06 2.106136e-06 2.106553e-06 2.121351e-06 2.085966e-06 2.102311e-06 2.094683e-06 2.058957e-06 2.064740e-06 2.057696e-06 2.078139e-06 2.082367e-06 2.072885e-06 8.127774e-07 8.163389e-07 8.126784e-07 8.159617e-07 8.117837e-07 8.142592e-07 9.793964e-07 9.795305e-07 1.005986e-06 9.838577e-07 9.787232e-07 9.842957e-07 1.224490e-06 1.224364e-06 1.225104e-06 1.221367e-06 1.218015e-06 1.228774e-06
2.297199e-06 2.276307e-06 2.282547e-06 2.279733e-06 2.279341e-06 2.292850e-06 2.046928e-06 2.045549e-06 2.045174e-06 2.055019e-06 2.049977e-06 2.060140e-06 1.254143e-06 1.248091e-06 1.266794e-06 1.262420e-06 1.266148e-06 1.248718e-06 1.797303e-06 1.804593e-06 1.809071e-06 1.789393e-06 1.809565e-06 1.794681e-06 2.179203e-06 2.157154e-06 2.163310e-06 2.165199e-06 2.157942e-06 2.171247e-06 2.126527e-06 2.142304e-06 2.130394e-06 2.132354e-06 2.131093e-06 2.151536e-06 8.281572e-07 8.277731e-07 8.278932e-07 8.361150e-07 8.351099e-07 8.292691e-07 1.007681e-06 1.001548e-06 1.004967e-06 1.008473e-06 1.014747e-06 1.003369e-06 1.268766e-06 1.273426e-06 1.283287e-06 1.267824e-06 1.251187e-06 1.271226e-06
          NA           NA 1.963074e-06           NA           NA 1.946814e-06           NA 1.772868e-06           NA           NA           NA 1.766239e-06 1.097938e-06           NA           NA 1.091772e-06 1.082089e-06 1.063824e-06 1.566356e-06           NA 1.536545e-06 1.552713e-06           NA           NA 1.877288e-06           NA 1.892736e-06 1.874198e-06 1.867710e-06 1.881287e-06           NA           NA 1.889212e-06 1.875018e-06           NA 1.788402e-06 7.073307e-07           NA           NA 7.415030e-07 7.204347e-07 7.184341e-07           NA           NA           NA 8.729096e-07 8.528911e-07           NA 1.089213e-06 1.091150e-06           NA           NA           NA           NA
2.399299e-06 2.406158e-06 2.410531e-06 2.406934e-06 2.395854e-06 2.398190e-06 2.156966e-06 2.157853e-06 2.167780e-06 2.158858e-06 2.170653e-06 2.149648e-06 1.326078e-06 1.332517e-06 1.328035e-06 1.328582e-06 1.331309e-06 1.328794e-06 1.898827e-06 1.902260e-06 1.881100e-06 1.896750e-06 1.903166e-06 1.906407e-06 2.288528e-06 2.304671e-06 2.279856e-06 2.285906e-06 2.281637e-06 2.274777e-06 2.241939e-06 2.258478e-06 2.231271e-06 2.249655e-06 2.262083e-06 2.254480e-06 8.784762e-07 8.850373e-07 8.777540e-07 8.866634e-07 8.799142e-07 8.761134e-07 1.068451e-06 1.069543e-06 1.064706e-06 1.070898e-06 1.069723e-06 1.062487e-06 1.340881e-06 1.348180e-06 1.336713e-06 1.345034e-06 1.338874e-06 1.330733e-06
2.526288e-06 2.539780e-06 2.534718e-06 2.531376e-06 2.536760e-06 2.532309e-06 2.271044e-06 2.283332e-06 2.281285e-06 2.274306e-06 2.279119e-06 2.284107e-06 1.407687e-06 1.407094e-06 1.409532e-06 1.406298e-06 1.411369e-06 1.395612e-06 2.001688e-06 2.010731e-06 1.994089e-06 1.998105e-06 1.998506e-06 2.003123e-06 2.404882e-06 2.422209e-06 2.413987e-06 2.403839e-06 2.415746e-06 2.417666e-06 2.353677e-06 2.378485e-06 2.364309e-06 2.366431e-06 2.380067e-06 2.374415e-06 9.318691e-07 9.327393e-07 9.370422e-07 9.362865e-07 9.332862e-07 9.312829e-07 1.128784e-06 1.127447e-06 1.130590e-06 1.133285e-06 1.132470e-06 1.128659e-06 1.420824e-06 1.416953e-06 1.416339e-06 1.424176e-06 1.416063e-06 1.416074e-06
2.221121e-06 2.213833e-06 2.216516e-06 2.215236e-06 2.221439e-06 2.210615e-06 1.987598e-06 1.995244e-06 1.996336e-06 1.992839e-06 1.984152e-06 1.991029e-06 1.223137e-06 1.222986e-06 1.229290e-06 1.223672e-06 1.226742e-06 1.223702e-06 1.755634e-06 1.747582e-06 1.746127e-06 1.738170e-06 1.751171e-06 1.748482e-06 2.125354e-06 2.115309e-06 2.113367e-06 2.106338e-06 2.106020e-06 2.102961e-06 2.067923e-06 2.079856e-06 2.072555e-06 2.056751e-06 2.074034e-06 2.072837e-06 8.100953e-07 8.089752e-07 8.136077e-07 8.155368e-07 8.139517e-07 8.088575e-07 9.828606e-07 9.811593e-07 9.830769e-07 9.829768e-07 9.880697e-07 9.817243e-07 1.236463e-06 1.236165e-06 1.240497e-06 1.240785e-06 1.230434e-06 1.238737e-06
2.374542e-06 2.356689e-06 2.369445e-06 2.374087e-06 2.366213e-06 2.373842e-06 2.105104e-06 2.124594e-06 2.131199e-06 2.123562e-06 2.137202e-06 2.134472e-06 1.307426e-06 1.306270e-06 1.314791e-06 1.309636e-06 1.308796e-06 1.306796e-06 1.863629e-06 1.864454e-06 1.866820e-06 1.865542e-06 1.863376e-06 1.867294e-06 2.264466e-06 2.235484e-06 2.235273e-06 2.254339e-06 2.259658e-06 2.265660e-06 2.207304e-06 2.210407e-06 2.215015e-06 2.200348e-06 2.211529e-06 2.216873e-06 8.650224e-07 8.661823e-07 8.628803e-07 8.664552e-07 8.581482e-07 8.570996e-07 1.042587e-06 1.045494e-06 1.051611e-06 1.051709e-06 1.049652e-06 1.050119e-06 1.313908e-06 1.322014e-06 1.330517e-06 1.310511e-06 1.321354e-06 1.309277e-06
2.398555e-06 2.403165e-06 2.425275e-06 2.417442e-06 2.428226e-06 2.407825e-06 2.166264e-06 2.151926e-06 2.183452e-06 2.147918e-06 2.182086e-06 2.167791e-06 1.317577e-06 1.331465e-06 1.325618e-06 1.320472e-06 1.320491e-06 1.341612e-06 1.912697e-06 1.889059e-06 1.885763e-06 1.885971e-06 1.896675e-06 1.903484e-06 2.302084e-06 2.290676e-06 2.315526e-06 2.308704e-06 2.314410e-06 2.314906e-06 2.263567e-06 2.236578e-06 2.274550e-06 2.257180e-06 2.261198e-06 2.240521e-06 8.633810e-07 8.864627e-07 8.795220e-07 8.865023e-07 8.872207e-07 8.916875e-07 1.056855e-06 1.059446e-06 1.080357e-06 1.068101e-06 1.075573e-06 1.075701e-06 1.331091e-06 1.333849e-06 1.334100e-06 1.308923e-06 1.353805e-06 1.321413e-06
2.232499e-06 2.240869e-06 2.251416e-06 2.215372e-06 2.237206e-06 2.263718e-06 2.008597e-06 2.012476e-06 1.991586e-06 2.028362e-06 2.025116e-06 1.992540e-06 1.241259e-06 1.251007e-06 1.214861e-06 1.226668e-06 1.231760e-06 1.227151e-06 1.764350e-06 1.763228e-06 1.750136e-06 1.771886e-06 1.763554e-06 1.770864e-06 2.134292e-06 2.136019e-06 2.134764e-06 2.130704e-06 2.127003e-06 2.141710e-06 2.109313e-06 2.098093e-06 2.066065e-06 2.069050e-06 2.087664e-06 2.069557e-06 8.140995e-07 8.191528e-07 8.064228e-07 8.308710e-07 8.187291e-07 8.091953e-07 9.983004e-07 9.928931e-07 9.880798e-07 9.948444e-07 9.950602e-07 1.000174e-06 1.252948e-06 1.240812e-06 1.250768e-06 1.252805e-06 1.247451e-06 1.245729e-06
2.437521e-06 2.435644e-06 2.431455e-06 2.428926e-06 2.430982e-06 2.425716e-06 2.183519e-06 2.182087e-06 2.185843e-06 2.191240e-06 2.181107e-06 2.185390e-06 1.341563e-06 1.340542e-06 1.348707e-06 1.347703e-06 1.343604e-06 1.341369e-06 1.924517e-06 1.920471e-06 1.917480e-06 1.911866e-06 1.916359e-06 1.919426e-06 2.319952e-06 2.313993e-06 2.312444e-06 2.314126e-06 2.310176e-06 2.312579e-06 2.275547e-06 2.275910e-06 2.275011e-06 2.274431e-06 2.274932e-06 2.272684e-06 8.886731e-07 8.881313e-07 8.919626e-07 8.933351e-07 8.910634e-07 8.887759e-07 1.078840e-06 1.076561e-06 1.080162e-06 1.076744e-06 1.080051e-06 1.078316e-06 1.355047e-06 1.355776e-06 1.361872e-06 1.358127e-06 1.352082e-06 1.356032e-06
2.323445e-06 2.277682e-06 2.284364e-06 2.310800e-06 2.174694e-06 2.267577e-06           NA 2.100622e-06 2.065770e-06 2.108098e-06 2.085139e-06 2.087605e-06           NA 1.263099e-06 1.214709e-06 1.275811e-06           NA 1.255395e-06 1.828421e-06 1.876359e-06           NA           NA           NA           NA 2.122322e-06 2.224674e-06 2.180710e-06           NA 2.225559e-06           NA 2.120405e-06           NA 2.156682e-06 2.058542e-06 2.167072e-06 2.188319e-06           NA           NA 8.453091e-07 8.597881e-07 8.230276e-07 8.736278e-07           NA 1.034789e-06           NA 1.032344e-06 9.753836e-07 1.016934e-06 1.325305e-06           NA           NA 1.281606e-06 1.263171e-06 1.303523e-06
2.542059e-06 2.551220e-06 2.529576e-06 2.541916e-06 2.531046e-06 2.539681e-06 2.278376e-06 2.288936e-06 2.278456e-06 2.279190e-06 2.285722e-06 2.284515e-06 1.406091e-06 1.402742e-06 1.411148e-06 1.407953e-06 1.407941e-06 1.399496e-06 2.004093e-06 2.007567e-06 1.996561e-06 1.997859e-06 2.003847e-06 2.000027e-06 2.414076e-06 2.430794e-06 2.409691e-06 2.410795e-06 2.414786e-06 2.416138e-06 2.363486e-06 2.376203e-06 2.364870e-06 2.373230e-06 2.378310e-06 2.374269e-06 9.297791e-07 9.381650e-07 9.287839e-07 9.324638e-07 9.302336e-07 9.274554e-07 1.125338e-06 1.125602e-06 1.124266e-06 1.128616e-06 1.128764e-06 1.122032e-06 1.416788e-06 1.416957e-06 1.416518e-06 1.419461e-06 1.415054e-06 1.425222e-06
2.415035e-06 2.415887e-06 2.410230e-06 2.421289e-06 2.418697e-06 2.405244e-06 2.180303e-06 2.176808e-06 2.166847e-06 2.165977e-06 2.170516e-06 2.173485e-06 1.328677e-06 1.331562e-06 1.335744e-06 1.332596e-06 1.334094e-06 1.325615e-06 1.900713e-06 1.906511e-06 1.886614e-06 1.895820e-06 1.899997e-06 1.900102e-06 2.288841e-06 2.297144e-06 2.300153e-06 2.292649e-06 2.290384e-06 2.302134e-06 2.253153e-06 2.245530e-06 2.255161e-06 2.249669e-06 2.254074e-06 2.246889e-06 8.738034e-07 8.726005e-07 8.780565e-07 8.812251e-07 8.770048e-07 8.776430e-07 1.063841e-06 1.063709e-06 1.061955e-06 1.074958e-06 1.067795e-06 1.063893e-06 1.339559e-06 1.340598e-06 1.342743e-06 1.345279e-06 1.340868e-06 1.337343e-06
2.183926e-06 2.194324e-06 2.190492e-06 2.237125e-06 2.174419e-06 2.218728e-06 1.988491e-06 1.980663e-06 2.009149e-06 1.985366e-06 1.990076e-06 1.990311e-06 1.209811e-06 1.220670e-06 1.183049e-06 1.227716e-06 1.193552e-06 1.220440e-06 1.753862e-06 1.722896e-06 1.706570e-06 1.708026e-06 1.708454e-06 1.727684e-06 2.100745e-06 2.112556e-06 2.141666e-06 2.057084e-06 2.122733e-06 2.109326e-06 2.094968e-06 2.085559e-06 2.069208e-06 2.052141e-06 2.056689e-06 2.095160e-06 7.957521e-07 8.161895e-07 7.977537e-07 8.077947e-07 8.104370e-07 8.135332e-07 9.715993e-07 9.729371e-07 9.833007e-07 9.931022e-07 9.747924e-07 9.745555e-07 1.205275e-06 1.211765e-06           NA 1.216843e-06 1.240480e-06 1.220048e-06
2.198278e-06 2.198150e-06 2.196883e-06 2.195375e-06 2.201055e-06 2.192267e-06 1.973302e-06 1.967772e-06 1.974745e-06 1.981192e-06 1.973398e-06 1.973042e-06 1.204713e-06 1.205765e-06 1.214275e-06 1.208743e-06 1.215243e-06 1.208675e-06 1.726510e-06 1.731394e-06 1.729688e-06 1.727350e-06 1.731758e-06 1.723706e-06 2.086709e-06 2.093264e-06 2.092919e-06 2.080517e-06 2.090554e-06 2.079323e-06 2.052714e-06 2.051090e-06 2.044788e-06 2.048120e-06 2.048639e-06 2.042345e-06 8.006623e-07 8.014466e-07 8.006185e-07 8.109058e-07 7.998175e-07 8.029885e-07 9.724193e-07 9.740475e-07 9.723181e-07 9.740105e-07 9.764380e-07 9.704965e-07 1.220195e-06 1.221502e-06 1.225183e-06 1.225676e-06 1.217421e-06 1.221584e-06
2.391810e-06 2.396567e-06 2.388954e-06 2.397435e-06 2.414839e-06 2.381518e-06 2.141095e-06 2.173524e-06 2.136120e-06 2.155111e-06 2.156945e-06 2.184408e-06 1.324434e-06 1.323080e-06 1.331606e-06 1.325363e-06 1.327419e-06 1.313704e-06 1.885994e-06 1.914277e-06 1.877761e-06 1.881212e-06 1.892173e-06 1.892770e-06 2.275250e-06 2.279086e-06 2.270872e-06 2.270846e-06 2.316888e-06 2.292185e-06 2.261379e-06 2.235940e-06 2.238913e-06 2.255065e-06 2.250509e-06 2.238117e-06 8.790339e-07 8.741144e-07 8.802623e-07 8.785081e-07 8.786700e-07 8.787028e-07 1.062400e-06 1.062823e-06 1.065039e-06 1.068822e-06 1.067970e-06 1.065582e-06 1.338644e-06 1.341136e-06 1.343597e-06 1.341285e-06 1.334286e-06 1.335693e-06
2.106342e-06 2.082736e-06 2.099480e-06 2.095554e-06 2.108664e-06 2.068792e-06 1.893529e-06 1.869742e-06 1.870077e-06 1.874325e-06 1.864549e-06 1.874083e-06 1.150756e-06 1.149307e-06 1.157207e-06 1.165469e-06 1.166633e-06 1.134935e-06 1.634663e-06 1.650975e-06 1.642896e-06 1.643297e-06 1.645782e-06 1.592217e-06 1.997674e-06 2.010387e-06 1.964062e-06 1.985599e-06 1.986401e-06 2.002729e-06 1.908825e-06 1.952904e-06 1.994517e-06 1.946866e-06 1.951068e-06 1.938271e-06 7.585082e-07 7.525758e-07 7.697708e-07 7.706727e-07 7.392555e-07 7.611075e-07 9.355586e-07 9.258896e-07 9.290823e-07 9.373558e-07 9.246868e-07 9.229137e-07 1.143980e-06 1.163862e-06 1.168194e-06 1.175103e-06 1.151771e-06 1.116169e-06
2.263094e-06 2.309750e-06 2.284701e-06 2.278586e-06 2.294238e-06 2.280979e-06 2.044021e-06 2.080783e-06 2.052255e-06 2.049224e-06 2.053622e-06 2.074214e-06 1.314754e-06 1.327632e-06 1.326040e-06 1.320308e-06 1.327436e-06 1.321233e-06 1.858126e-06 1.866682e-06 1.880605e-06 1.870781e-06 1.892580e-06 1.889567e-06 2.262107e-06 2.277323e-06 2.252965e-06 2.253411e-06 2.267928e-06 2.274576e-06 2.203780e-06 2.229453e-06 2.200111e-06 2.200284e-06 2.219903e-06 2.211932e-06 8.945920e-07 8.959557e-07 8.931979e-07 8.978991e-07 8.979076e-07 8.972128e-07 1.078603e-06 1.081404e-06 1.087885e-06 1.085497e-06 1.090734e-06 1.097541e-06 1.342069e-06 1.361880e-06 1.355525e-06 1.363195e-06 1.358256e-06 1.360005e-06
2.398027e-06 2.391232e-06 2.389681e-06 2.386778e-06 2.392922e-06 2.396087e-06 2.155360e-06 2.190092e-06 2.135844e-06 2.154628e-06 2.200902e-06 2.152278e-06 1.379154e-06 1.375618e-06 1.377465e-06 1.377856e-06 1.378692e-06 1.373446e-06 1.938891e-06 1.935839e-06 1.961057e-06 1.980232e-06 1.966627e-06 1.963580e-06 2.363020e-06 2.354941e-06 2.350749e-06 2.383320e-06 2.357066e-06 2.357838e-06 2.303643e-06 2.313077e-06 2.296026e-06 2.299184e-06 2.315847e-06 2.304447e-06 9.336703e-07 9.325557e-07 9.323582e-07 9.444355e-07 9.340022e-07 9.314042e-07 1.132869e-06 1.120577e-06 1.128767e-06 1.136280e-06 1.131456e-06 1.129591e-06 1.413622e-06 1.411746e-06 1.414406e-06 1.416722e-06 1.416610e-06 1.411075e-06
2.156565e-06 2.161986e-06 2.143904e-06 2.117783e-06 2.189539e-06 2.148040e-06 1.967367e-06 1.923044e-06 1.951149e-06 1.944213e-06 1.947118e-06 1.951255e-06 1.184936e-06 1.185151e-06 1.197545e-06 1.186792e-06 1.199604e-06 1.205291e-06 1.715680e-06 1.699668e-06           NA 1.702733e-06 1.685483e-06           NA 2.063125e-06 2.064773e-06 2.071393e-06 2.052185e-06 2.091229e-06 2.089470e-06 2.035669e-06 1.982919e-06 2.037695e-06 1.995816e-06 2.031473e-06 2.004895e-06 7.931651e-07 7.901530e-07 7.984410e-07 7.981367e-07 7.933622e-07 7.874713e-07 9.621164e-07 9.468334e-07 9.569081e-07 9.652776e-07 9.586667e-07 9.556617e-07 1.203228e-06 1.202079e-06 1.224531e-06 1.186002e-06 1.206132e-06 1.220019e-06
2.399851e-06 2.381452e-06 2.407500e-06 2.405270e-06 2.389805e-06 2.399075e-06 2.158029e-06 2.133831e-06 2.178006e-06 2.158434e-06 2.170829e-06 2.157619e-06 1.326688e-06 1.326600e-06 1.331906e-06 1.324867e-06 1.315512e-06 1.316135e-06 1.924815e-06 1.869796e-06 1.858701e-06 1.887773e-06 1.871708e-06 1.906469e-06 2.313648e-06 2.286554e-06 2.251131e-06 2.267417e-06 2.277492e-06 2.291035e-06 2.235117e-06 2.218440e-06 2.247012e-06 2.272383e-06 2.251240e-06 2.210656e-06 8.760094e-07 8.781157e-07 8.814478e-07 8.980435e-07 8.805202e-07 8.783202e-07 1.069579e-06 1.062058e-06 1.064577e-06 1.063978e-06 1.067907e-06 1.062392e-06 1.329558e-06 1.322818e-06 1.342080e-06 1.337701e-06 1.339138e-06 1.331193e-06
2.145722e-06 2.163759e-06 2.165452e-06 2.155356e-06 2.175277e-06 2.166557e-06 1.944005e-06 1.946838e-06 1.964385e-06 1.932312e-06 1.927610e-06 1.957081e-06 1.177248e-06 1.188321e-06 1.208400e-06 1.197864e-06 1.189798e-06 1.194736e-06 1.691760e-06 1.703518e-06 1.703035e-06 1.690926e-06 1.712477e-06 1.707664e-06 2.044465e-06 2.061045e-06 2.060618e-06 2.048960e-06 2.057695e-06 2.062203e-06 2.017312e-06 2.020650e-06 2.039758e-06 1.999076e-06 2.005228e-06 2.025157e-06 7.796095e-07 7.844304e-07 8.006439e-07 7.883444e-07 7.901903e-07 7.886993e-07 9.497796e-07 9.532462e-07 9.700325e-07 9.546864e-07 9.545670e-07 9.578436e-07 1.188960e-06 1.201672e-06 1.215417e-06 1.189180e-06 1.202410e-06 1.199823e-06
2.070801e-06 2.052229e-06 2.064049e-06 2.104014e-06 2.069375e-06 2.001901e-06 1.874288e-06 1.815643e-06 1.931265e-06 1.826571e-06 1.838616e-06           NA           NA           NA 1.127431e-06 1.134316e-06           NA 1.135784e-06 1.692791e-06 1.578543e-06 1.629559e-06 1.623063e-06 1.630986e-06 1.647589e-06 1.960389e-06 1.972347e-06 1.938249e-06 1.991516e-06 1.927218e-06 1.933867e-06           NA 1.872659e-06 1.939278e-06 1.933978e-06 1.947875e-06 1.891141e-06 7.709720e-07 7.517758e-07 7.737191e-07 7.752498e-07 7.578050e-07 7.416374e-07           NA 8.812763e-07 9.117615e-07 9.445835e-07 9.521613e-07 8.786232e-07 1.160330e-06 1.143437e-06           NA 1.145425e-06 1.146626e-06 1.143641e-06
1.972922e-06 1.907395e-06 2.004066e-06 1.973724e-06 2.024685e-06 1.979222e-06 1.786588e-06           NA 1.818896e-06 1.782942e-06 1.849565e-06 1.849116e-06 1.116769e-06 1.143767e-06 1.131401e-06           NA 1.109291e-06 1.159823e-06 1.642565e-06 1.589472e-06 1.576443e-06 1.618684e-06 1.596593e-06 1.604828e-06 1.956610e-06 1.934480e-06 1.985891e-06 1.972710e-06 1.948798e-06 1.965324e-06 1.942445e-06 1.846197e-06 1.940622e-06 1.923802e-06 1.950653e-06 1.878163e-06 7.456455e-07 7.580075e-07 7.429118e-07 7.396265e-07 7.542015e-07 7.627923e-07 9.073590e-07 8.845556e-07 9.223488e-07 9.122770e-07 8.984956e-07 9.262231e-07 1.134055e-06 1.123889e-06 1.149658e-06 1.086608e-06 1.160234e-06 1.116356e-06
2.393100e-06 2.403679e-06 2.400904e-06 2.402918e-06 2.415545e-06 2.407293e-06 2.154558e-06 2.153155e-06 2.157827e-06 2.150492e-06 2.172694e-06 2.168893e-06 1.363046e-06 1.380826e-06 1.373893e-06 1.379363e-06 1.361848e-06 1.385111e-06 1.937097e-06 1.919756e-06 1.941618e-06 1.943314e-06 1.949566e-06 1.944436e-06 2.359758e-06 2.352230e-06 2.351183e-06 2.349548e-06 2.357976e-06 2.368890e-06 2.311860e-06 2.315373e-06 2.309048e-06 2.308433e-06 2.328883e-06 2.315052e-06 9.297430e-07 9.327484e-07 9.207140e-07 9.323387e-07 9.321155e-07 9.347383e-07 1.102080e-06 1.099973e-06 1.120746e-06 1.118412e-06 1.121096e-06 1.121808e-06 1.395748e-06 1.396738e-06 1.399917e-06 1.401638e-06 1.407732e-06 1.401089e-06
2.521742e-06 2.557668e-06 2.564614e-06 2.556792e-06 2.558823e-06 2.554210e-06 2.300992e-06 2.302317e-06 2.299962e-06 2.282107e-06 2.297214e-06 2.294236e-06 1.393949e-06 1.414280e-06 1.411752e-06 1.412461e-06 1.400633e-06 1.416146e-06 2.015804e-06 2.010272e-06 2.009403e-06 1.975274e-06 2.006938e-06 1.994417e-06 2.434079e-06 2.432540e-06 2.436293e-06 2.432290e-06 2.436020e-06 2.436624e-06 2.382891e-06 2.377893e-06 2.393234e-06 2.385862e-06 2.397818e-06 2.392618e-06 9.255156e-07 9.376641e-07 9.298533e-07 9.349207e-07 9.381214e-07 9.388680e-07 1.120690e-06 1.120881e-06 1.137118e-06 1.134032e-06 1.134651e-06 1.133064e-06 1.412797e-06 1.402997e-06 1.415224e-06 1.410667e-06 1.422306e-06 1.398144e-06
2.207868e-06 2.212501e-06 2.204763e-06 2.216261e-06 2.205682e-06 2.212346e-06 1.991047e-06 1.984903e-06 1.987765e-06 1.983742e-06 1.984053e-06 1.993449e-06 1.223579e-06 1.220006e-06 1.225291e-06 1.219723e-06 1.223312e-06 1.223128e-06 1.743016e-06 1.746426e-06 1.747150e-06 1.739159e-06 1.747772e-06 1.743190e-06 2.117873e-06 2.103546e-06 2.101789e-06 2.104258e-06 2.107498e-06 2.114483e-06 2.064402e-06 2.073385e-06 2.071024e-06 2.059350e-06 2.072792e-06 2.067655e-06 8.092041e-07 8.093946e-07 8.129059e-07 8.114660e-07 8.126376e-07 8.098991e-07 9.811564e-07 9.797188e-07 9.878378e-07 9.843389e-07 9.844473e-07 9.809436e-07 1.228149e-06 1.236696e-06 1.240877e-06 1.230190e-06 1.228663e-06 1.231887e-06
2.509994e-06 2.507384e-06 2.506160e-06 2.504983e-06 2.507336e-06 2.507719e-06 2.255763e-06 2.254637e-06 2.251559e-06 2.253801e-06 2.261843e-06 2.269934e-06 1.390850e-06 1.392065e-06 1.398973e-06 1.393756e-06 1.392543e-06 1.393982e-06 1.987862e-06 1.986137e-06 1.986785e-06 1.976867e-06 1.987061e-06 1.978083e-06 2.405579e-06 2.401992e-06 2.397643e-06 2.396056e-06 2.402791e-06 2.406853e-06 2.350885e-06 2.358718e-06 2.358707e-06 2.352222e-06 2.359780e-06 2.362935e-06 9.240831e-07 9.263476e-07 9.236141e-07 9.251009e-07 9.270294e-07 9.250305e-07 1.120039e-06 1.115879e-06 1.122667e-06 1.121061e-06 1.124710e-06 1.121954e-06 1.407425e-06 1.403969e-06 1.408654e-06 1.405135e-06 1.409103e-06 1.405812e-06
2.114254e-06 2.147955e-06 2.146792e-06 2.151349e-06 2.179706e-06 2.102001e-06 1.923136e-06           NA 1.953132e-06 1.890397e-06 1.927672e-06 1.905479e-06 1.130089e-06 1.187138e-06 1.168074e-06 1.165200e-06 1.168674e-06 1.193532e-06 1.701700e-06 1.670092e-06 1.683180e-06 1.613246e-06 1.692619e-06 1.667950e-06 2.047037e-06 2.025242e-06 2.036772e-06 2.056232e-06 2.036336e-06 2.052348e-06 2.022889e-06 1.919036e-06 2.019255e-06 2.011040e-06 2.032036e-06 1.985646e-06 7.644399e-07 7.776878e-07 7.789779e-07 7.923457e-07 7.856537e-07 7.921019e-07 9.385140e-07 9.376744e-07 9.546109e-07 9.417169e-07 9.524880e-07 9.587587e-07 1.170613e-06 1.183436e-06 1.186000e-06 1.162610e-06 1.201873e-06 1.179681e-06
