X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 X10uM_10h X10uM_10h.1 X10uM_10h.2 X10uM_10h.3 X10uM_10h.4 X10uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5
2.506379e-06 2.502922e-06 2.498632e-06 2.492997e-06 2.496605e-06 2.497643e-06 2.246969e-06 2.248231e-06 2.244256e-06 2.250190e-06 2.249086e-06 2.246815e-06 1.378629e-06 1.377802e-06 1.378973e-06 1.382974e-06 1.384322e-06 1.380693e-06 1.972436e-06 1.965028e-06 1.970812e-06 1.964309e-06 1.961614e-06 1.968775e-06 2.384596e-06 2.381530e-06 2.375209e-06 2.370866e-06 2.376800e-06 2.373390e-06 2.332403e-06 2.338722e-06 2.332111e-06 2.329334e-06 2.335990e-06 2.338328e-06 9.151051e-07 9.139677e-07 9.127110e-07 9.129340e-07 9.136961e-07 9.137432e-07 1.106888e-06 1.102118e-06 1.108564e-06 1.105423e-06 1.108367e-06 1.107905e-06 1.388113e-06 1.385989e-06 1.396846e-06 1.392560e-06 1.387020e-06 1.393856e-06
2.136729e-06 2.127179e-06 2.153559e-06 2.154976e-06 2.197955e-06 2.122581e-06 1.933957e-06 1.889431e-06 1.976706e-06 1.898664e-06 1.968676e-06 1.910785e-06 1.162323e-06 1.193402e-06 1.181245e-06 1.170621e-06 1.194655e-06 1.217681e-06 1.736189e-06 1.659846e-06 1.689448e-06 1.628140e-06 1.704206e-06 1.666093e-06 2.081400e-06 2.046093e-06 2.067050e-06 2.079418e-06 2.078515e-06 2.059729e-06 2.058249e-06 1.969319e-06 2.053242e-06 2.023288e-06 2.019460e-06 1.998816e-06 7.836090e-07 7.917739e-07 7.617720e-07 8.044484e-07 7.898941e-07 8.051885e-07 9.285297e-07 9.339773e-07 9.528992e-07 9.482258e-07 9.665381e-07 9.681621e-07 1.161041e-06 1.198905e-06 1.186959e-06 1.184468e-06 1.221549e-06 1.188369e-06
2.858123e-06 2.864178e-06 2.861921e-06 2.861162e-06 2.862488e-06 2.863212e-06 2.570664e-06 2.570747e-06 2.570856e-06 2.572342e-06 2.571447e-06 2.573685e-06 1.579801e-06 1.581491e-06 1.583565e-06 1.581640e-06 1.582079e-06 1.582367e-06 2.255660e-06 2.253607e-06 2.255789e-06 2.251222e-06 2.249409e-06 2.253402e-06 2.719493e-06 2.716741e-06 2.719062e-06 2.716312e-06 2.717532e-06 2.719558e-06 2.672681e-06 2.674431e-06 2.673080e-06 2.671535e-06 2.675966e-06 2.678241e-06 1.045084e-06 1.045776e-06 1.044404e-06 1.044468e-06 1.045747e-06 1.045937e-06 1.262562e-06 1.262998e-06 1.267002e-06 1.264111e-06 1.265269e-06 1.265324e-06 1.588445e-06 1.586581e-06 1.594542e-06 1.591607e-06 1.591519e-06 1.591827e-06
2.134955e-06 2.129527e-06 2.047629e-06 2.030214e-06           NA           NA 1.911995e-06 1.884811e-06           NA           NA 1.967629e-06           NA 1.207353e-06 1.200739e-06 1.207897e-06 1.217168e-06           NA           NA 1.718733e-06           NA 1.690038e-06 1.738795e-06 1.723325e-06 1.732374e-06 2.091793e-06 2.056657e-06 2.054807e-06 2.102588e-06 1.712408e-06 2.029386e-06 2.036584e-06 2.039689e-06 2.038376e-06 2.008628e-06 2.081610e-06 2.025581e-06 8.149158e-07 8.073699e-07 8.160933e-07 8.136315e-07 8.050561e-07 8.083157e-07 9.868379e-07 9.994311e-07 9.949085e-07 9.936013e-07 9.981176e-07 9.866126e-07 1.254192e-06 1.234587e-06 1.214309e-06 1.244156e-06 1.224359e-06 1.207166e-06
2.213022e-06 2.209483e-06 2.222705e-06 2.242492e-06 2.194779e-06 2.223053e-06 1.990797e-06 1.989630e-06 1.995073e-06 1.987918e-06 1.995367e-06 2.000279e-06 1.224337e-06 1.221350e-06 1.227058e-06 1.226312e-06 1.227794e-06 1.222402e-06 1.757824e-06 1.749175e-06 1.760320e-06 1.736340e-06 1.760810e-06 1.756625e-06 2.122096e-06 2.116949e-06 2.114634e-06 2.115073e-06 2.109743e-06 2.115071e-06 2.073228e-06 2.080652e-06 2.080246e-06 2.105080e-06 2.072139e-06 2.073859e-06 8.088481e-07 8.069585e-07 8.076983e-07 8.064478e-07 8.125946e-07 8.084459e-07 9.790098e-07 9.775327e-07 9.875589e-07 9.854567e-07 9.907123e-07 9.852298e-07 1.226668e-06 1.237424e-06 1.242184e-06 1.231382e-06 1.229148e-06 1.231504e-06
2.282941e-06 2.266469e-06 2.274424e-06 2.273035e-06 2.266777e-06 2.269904e-06 2.037401e-06 2.040176e-06 2.042435e-06 2.033425e-06 2.038331e-06 2.043745e-06 1.247004e-06 1.251346e-06 1.261834e-06 1.257202e-06 1.256668e-06 1.242671e-06 1.781092e-06 1.789689e-06 1.784501e-06 1.786863e-06 1.789376e-06 1.792965e-06 2.176555e-06 2.165993e-06 2.159008e-06 2.158397e-06 2.163558e-06 2.156993e-06 2.115995e-06 2.132020e-06 2.126651e-06 2.107582e-06 2.121094e-06 2.121616e-06 8.274229e-07 8.319578e-07 8.339028e-07 8.302076e-07 8.319446e-07 8.327330e-07 1.002024e-06 1.006339e-06 1.009124e-06 1.008952e-06 1.012913e-06 1.004933e-06 1.256145e-06 1.259828e-06 1.272011e-06 1.271418e-06 1.253834e-06 1.268761e-06
2.372516e-06 2.405608e-06 2.425912e-06 2.425271e-06 2.429525e-06 2.408988e-06 2.176905e-06 2.149344e-06 2.184473e-06 2.151013e-06 2.183260e-06 2.171393e-06 1.321086e-06 1.333675e-06 1.332607e-06 1.327282e-06 1.328408e-06 1.340971e-06 1.902561e-06 1.890830e-06 1.895797e-06 1.890122e-06 1.863220e-06 1.887153e-06 2.304865e-06 2.286572e-06 2.311346e-06 2.304130e-06 2.316174e-06 2.298967e-06 2.261169e-06 2.240400e-06 2.262888e-06 2.251374e-06 2.261582e-06 2.250951e-06 8.730088e-07 8.848801e-07 8.684422e-07 8.826676e-07 8.836598e-07 8.864040e-07 1.043523e-06 1.047867e-06 1.066279e-06 1.068619e-06 1.068981e-06 1.074666e-06 1.321647e-06 1.324616e-06 1.315620e-06 1.325555e-06 1.347794e-06 1.339107e-06
2.825811e-06 2.824403e-06 2.813575e-06 2.822980e-06 2.823479e-06 2.814535e-06 2.532367e-06 2.534953e-06 2.530711e-06 2.536256e-06 2.537587e-06 2.529883e-06 1.568396e-06 1.568714e-06 1.569789e-06 1.569766e-06 1.572238e-06 1.568475e-06 2.233172e-06 2.235203e-06 2.236708e-06 2.237927e-06 2.239423e-06 2.236006e-06 2.700941e-06 2.703484e-06 2.696931e-06 2.696742e-06 2.703044e-06 2.702028e-06 2.654004e-06 2.657350e-06 2.656710e-06 2.654819e-06 2.663083e-06 2.652958e-06 1.048439e-06 1.048797e-06 1.051882e-06 1.051296e-06 1.050444e-06 1.050179e-06 1.268370e-06 1.265465e-06 1.270666e-06 1.274654e-06 1.272041e-06 1.269224e-06 1.595437e-06 1.598106e-06 1.595456e-06 1.597504e-06 1.596096e-06 1.595193e-06
2.242054e-06 2.173435e-06 2.201521e-06 2.226244e-06 2.250245e-06 2.222912e-06 2.007487e-06 2.015181e-06 2.000986e-06 2.001292e-06 2.009234e-06 1.979929e-06 1.239097e-06 1.229455e-06 1.231210e-06 1.242029e-06 1.250010e-06 1.238464e-06 1.713849e-06 1.697272e-06 1.763644e-06 1.765314e-06 1.781992e-06 1.774063e-06 2.119259e-06 2.138523e-06 2.141144e-06 2.097539e-06 2.106610e-06 2.135246e-06 2.069650e-06 2.072843e-06 2.066962e-06 2.076788e-06 2.113941e-06 2.082295e-06 8.285515e-07 8.227438e-07 8.185626e-07 8.268595e-07 8.260241e-07 8.194300e-07 9.859003e-07 9.735059e-07 1.000251e-06 1.004329e-06 1.007268e-06 9.876429e-07 1.255651e-06 1.240162e-06 1.255268e-06 1.254801e-06 1.238987e-06 1.244753e-06
2.839933e-06 2.839738e-06 2.843143e-06 2.839337e-06 2.838709e-06 2.843123e-06 2.554983e-06 2.553224e-06 2.552892e-06 2.549536e-06 2.548873e-06 2.553743e-06 1.567873e-06 1.568576e-06 1.572140e-06 1.569466e-06 1.570074e-06 1.569169e-06 2.235215e-06 2.237578e-06 2.237560e-06 2.233146e-06 2.235248e-06 2.237052e-06 2.700446e-06 2.697838e-06 2.698312e-06 2.694122e-06 2.694963e-06 2.699478e-06 2.649374e-06 2.654461e-06 2.654408e-06 2.649155e-06 2.654301e-06 2.657559e-06 1.035852e-06 1.035854e-06 1.036318e-06 1.036667e-06 1.037108e-06 1.037228e-06 1.252201e-06 1.253002e-06 1.256260e-06 1.254111e-06 1.255348e-06 1.253451e-06 1.576749e-06 1.577481e-06 1.582120e-06 1.577177e-06 1.577668e-06 1.578778e-06
          NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA 1.875078e-06           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA
2.790882e-06 2.785785e-06 2.783775e-06 2.783559e-06 2.780545e-06 2.787008e-06 2.500860e-06 2.499915e-06 2.500305e-06 2.496443e-06 2.499342e-06 2.500878e-06 1.534890e-06 1.535242e-06 1.535990e-06 1.536294e-06 1.538966e-06 1.536021e-06 2.191441e-06 2.192341e-06 2.190989e-06 2.191309e-06 2.190729e-06 2.191501e-06 2.646521e-06 2.647652e-06 2.643709e-06 2.640274e-06 2.645137e-06 2.643497e-06 2.592789e-06 2.596261e-06 2.597419e-06 2.591128e-06 2.597526e-06 2.601152e-06 1.013934e-06 1.015553e-06 1.015040e-06 1.012161e-06 1.016198e-06 1.015340e-06 1.227199e-06 1.227798e-06 1.229387e-06 1.228930e-06 1.229762e-06 1.226978e-06 1.545029e-06 1.545807e-06 1.549332e-06 1.546122e-06 1.546528e-06 1.548822e-06
2.720391e-06 2.738413e-06 2.724128e-06 2.732685e-06 2.729512e-06 2.726173e-06 2.438602e-06 2.458819e-06 2.452195e-06 2.443241e-06 2.458850e-06 2.456750e-06 1.515147e-06 1.513824e-06 1.515715e-06 1.517978e-06 1.519400e-06 1.508958e-06 2.158976e-06 2.160200e-06 2.155041e-06 2.152631e-06 2.161612e-06 2.159620e-06 2.591743e-06 2.611356e-06 2.596679e-06 2.584619e-06 2.598293e-06 2.603687e-06 2.532577e-06 2.562398e-06 2.547772e-06 2.552589e-06 2.562147e-06 2.555783e-06 1.002971e-06 1.006822e-06 1.005774e-06 1.010018e-06 1.007640e-06 1.004755e-06 1.217080e-06 1.216448e-06 1.217176e-06 1.223004e-06 1.220836e-06 1.215922e-06 1.527113e-06 1.533630e-06 1.528619e-06 1.533965e-06 1.528517e-06 1.526303e-06
2.006060e-06           NA 2.064550e-06 1.998764e-06           NA 1.962077e-06 1.856286e-06           NA 1.869978e-06 1.787659e-06 1.864880e-06 1.769699e-06 1.087555e-06           NA           NA 1.109929e-06 1.088347e-06 1.145967e-06 1.605818e-06           NA 1.573319e-06 1.553641e-06 1.592187e-06 1.521496e-06 1.963770e-06 1.935808e-06 1.952977e-06 1.919264e-06 1.944682e-06 1.938244e-06 1.887405e-06 1.895529e-06 1.915587e-06 1.871591e-06 1.908895e-06           NA 7.163170e-07 7.467281e-07           NA 7.458699e-07 7.522749e-07 7.515214e-07           NA 8.958554e-07 9.067309e-07 8.938183e-07 8.888394e-07 9.086549e-07 1.068698e-06 1.105513e-06 1.107440e-06           NA 1.118588e-06 1.101143e-06
2.500635e-06 2.501326e-06 2.530161e-06 2.534957e-06 2.543147e-06 2.544627e-06 2.265066e-06 2.266437e-06 2.277247e-06 2.278115e-06 2.287227e-06 2.267748e-06 1.420758e-06 1.431361e-06 1.424184e-06 1.424719e-06 1.418250e-06 1.431231e-06 2.034373e-06 2.031570e-06 2.014527e-06 2.026960e-06 2.025909e-06 2.021429e-06 2.456059e-06 2.456204e-06 2.460378e-06 2.451171e-06 2.450126e-06 2.454993e-06 2.406242e-06 2.412673e-06 2.412817e-06 2.413453e-06 2.411567e-06 2.407725e-06 9.500652e-07 9.555157e-07 9.530624e-07 9.601383e-07 9.568270e-07 9.564587e-07 1.152563e-06 1.157630e-06 1.160325e-06 1.157491e-06 1.162116e-06 1.157363e-06 1.449256e-06 1.447676e-06 1.450009e-06 1.451976e-06 1.450366e-06 1.447645e-06
2.325822e-06 2.350801e-06 2.336827e-06 2.373071e-06 2.330767e-06 2.341267e-06 2.095786e-06 2.107504e-06 2.105792e-06 2.074073e-06 2.099474e-06 2.108167e-06 1.302317e-06 1.279983e-06 1.292571e-06 1.300666e-06 1.286168e-06 1.271175e-06 1.857832e-06 1.838395e-06 1.828599e-06 1.851720e-06 1.829366e-06 1.838113e-06 2.054850e-06 2.219518e-06 2.213206e-06 2.177605e-06 2.195267e-06 2.202745e-06 2.132564e-06 2.185876e-06 2.149270e-06 2.172820e-06 2.168680e-06 2.181703e-06 8.045739e-07 8.410590e-07 8.434932e-07 8.506923e-07 8.402764e-07 8.393820e-07 1.023108e-06 1.014925e-06 1.018791e-06 1.024982e-06 1.019645e-06 1.013694e-06 1.284602e-06 1.268889e-06 1.275917e-06 1.265170e-06 1.275571e-06 1.277786e-06
2.711709e-06 2.714241e-06 2.702284e-06 2.707310e-06 2.704893e-06 2.701896e-06 2.429282e-06 2.435297e-06 2.431915e-06 2.430300e-06 2.434178e-06 2.431698e-06 1.498599e-06 1.497038e-06 1.498792e-06 1.498419e-06 1.500912e-06 1.493794e-06 2.135143e-06 2.139057e-06 2.131606e-06 2.130040e-06 2.138246e-06 2.134129e-06 2.570695e-06 2.577587e-06 2.570476e-06 2.566701e-06 2.572344e-06 2.575266e-06 2.522725e-06 2.533608e-06 2.525063e-06 2.530371e-06 2.535343e-06 2.529197e-06 9.894154e-07 9.895543e-07 9.900994e-07 9.921154e-07 9.903467e-07 9.881911e-07 1.198794e-06 1.199414e-06 1.198239e-06 1.199138e-06 1.201134e-06 1.196377e-06 1.507431e-06 1.509515e-06 1.509234e-06 1.510262e-06 1.507114e-06 1.503620e-06
2.282652e-06 2.339180e-06 2.380779e-06 2.289118e-06 2.323998e-06           NA 2.160236e-06 2.098839e-06 2.112913e-06 2.166995e-06 2.086177e-06 2.094241e-06 1.332336e-06 1.361396e-06 1.299216e-06 1.331019e-06 1.300056e-06 1.299764e-06 1.897191e-06           NA 1.858466e-06 1.899664e-06 1.851957e-06 1.841528e-06 2.285015e-06           NA 2.222098e-06 2.257139e-06 2.246783e-06 2.260590e-06 2.222866e-06           NA 2.198900e-06 2.210294e-06 2.208454e-06           NA 8.515460e-07 8.641585e-07 8.726575e-07 8.520215e-07 8.613777e-07 8.606725e-07 1.026910e-06 1.049976e-06 1.054620e-06 1.073547e-06 1.053140e-06 1.050201e-06 1.326010e-06 1.312546e-06 1.326849e-06 1.289311e-06 1.314448e-06 1.294000e-06
2.811087e-06 2.811197e-06 2.812790e-06 2.810218e-06 2.806341e-06 2.812967e-06 2.526153e-06 2.524153e-06 2.527300e-06 2.521501e-06 2.519729e-06 2.524788e-06 1.547415e-06 1.544418e-06 1.549517e-06 1.549846e-06 1.549245e-06 1.547189e-06 2.206387e-06 2.209231e-06 2.205626e-06 2.203151e-06 2.207012e-06 2.207993e-06 2.663439e-06 2.665594e-06 2.663392e-06 2.657660e-06 2.655867e-06 2.656481e-06 2.611850e-06 2.616337e-06 2.617796e-06 2.613162e-06 2.613352e-06 2.615551e-06 1.020730e-06 1.021454e-06 1.021757e-06 1.021324e-06 1.022669e-06 1.022378e-06 1.234256e-06 1.236340e-06 1.237767e-06 1.236419e-06 1.236792e-06 1.234460e-06 1.553283e-06 1.558742e-06 1.560484e-06 1.555800e-06 1.552581e-06 1.556457e-06
2.432927e-06 2.411883e-06 2.435545e-06 2.432829e-06 2.430845e-06 2.408401e-06 2.188571e-06 2.160736e-06 2.188749e-06 2.168752e-06 2.186333e-06 2.171301e-06 1.342856e-06 1.341685e-06 1.338908e-06 1.323589e-06 1.342907e-06 1.346512e-06 1.913034e-06 1.887664e-06 1.897168e-06 1.889592e-06 1.907695e-06 1.920106e-06 2.315990e-06 2.293273e-06 2.315988e-06 2.304616e-06 2.316116e-06 2.313132e-06 2.266964e-06 2.241209e-06 2.274920e-06 2.270202e-06 2.271094e-06 2.266059e-06 8.832697e-07 8.891182e-07 8.831800e-07 8.899818e-07 8.917607e-07 8.927952e-07 1.065306e-06 1.064060e-06 1.080743e-06 1.077224e-06 1.080018e-06 1.079018e-06 1.338300e-06 1.350621e-06 1.347881e-06 1.333216e-06 1.355551e-06 1.340417e-06
2.625597e-06 2.613796e-06 2.614592e-06 2.622877e-06 2.617152e-06 2.620361e-06 2.358614e-06 2.345710e-06 2.348530e-06 2.342877e-06 2.392312e-06 2.391414e-06 1.472639e-06 1.467541e-06 1.469988e-06 1.472243e-06 1.472301e-06 1.469772e-06 2.096405e-06 2.094777e-06 2.089059e-06 2.084043e-06 2.098044e-06 2.098474e-06 2.533103e-06 2.531019e-06 2.531717e-06 2.525650e-06 2.551691e-06 2.547366e-06 2.482465e-06 2.477178e-06 2.486655e-06 2.482756e-06 2.507564e-06 2.506360e-06 9.672326e-07 9.738533e-07 9.708294e-07 9.731561e-07 9.748900e-07 9.752135e-07 1.169303e-06 1.174017e-06 1.179758e-06 1.179210e-06 1.177431e-06 1.176436e-06 1.469788e-06 1.482987e-06 1.482751e-06 1.477958e-06 1.494839e-06 1.490171e-06
2.439693e-06 2.442328e-06 2.423404e-06 2.430981e-06 2.427034e-06 2.412286e-06 2.183562e-06 2.185036e-06 2.177794e-06 2.182683e-06 2.190039e-06 2.183051e-06 1.343822e-06 1.340227e-06 1.342253e-06 1.347385e-06 1.351464e-06 1.333847e-06 1.919696e-06 1.920954e-06 1.916203e-06 1.909655e-06 1.926883e-06 1.921979e-06 2.312639e-06 2.321152e-06 2.303852e-06 2.301373e-06 2.314019e-06 2.307307e-06 2.266604e-06 2.271143e-06 2.257239e-06 2.270717e-06 2.279323e-06 2.259660e-06 8.881790e-07 8.884797e-07 8.873553e-07 8.934226e-07 8.925329e-07 8.847896e-07 1.080841e-06 1.079615e-06 1.075690e-06 1.082636e-06 1.080004e-06 1.074411e-06 1.353538e-06 1.361111e-06 1.359612e-06 1.358032e-06 1.355680e-06 1.346798e-06
2.541941e-06 2.535237e-06 2.525246e-06 2.532747e-06 2.527040e-06 2.524056e-06 2.273264e-06 2.279853e-06 2.274019e-06 2.277765e-06 2.273350e-06 2.274520e-06 1.392013e-06 1.396986e-06 1.404557e-06 1.399587e-06 1.400332e-06 1.395098e-06 1.990035e-06 1.995657e-06 1.995234e-06 1.990253e-06 1.994616e-06 1.998963e-06 2.413768e-06 2.409575e-06 2.407688e-06 2.404370e-06 2.406017e-06 2.403605e-06 2.359437e-06 2.368013e-06 2.356148e-06 2.359688e-06 2.367176e-06 2.363626e-06 9.232921e-07 9.254805e-07 9.245858e-07 9.254639e-07 9.246550e-07 9.248016e-07 1.118940e-06 1.120411e-06 1.118399e-06 1.120041e-06 1.122129e-06 1.116287e-06 1.406560e-06 1.410718e-06 1.413153e-06 1.407870e-06 1.406344e-06 1.404787e-06
2.705900e-06 2.701159e-06 2.704358e-06 2.708424e-06 2.701463e-06 2.707221e-06 2.429186e-06 2.431028e-06 2.435769e-06 2.423291e-06 2.426894e-06 2.435857e-06 1.495556e-06 1.495448e-06 1.501002e-06 1.499523e-06 1.498933e-06 1.497668e-06 2.132800e-06 2.135182e-06 2.133915e-06 2.132415e-06 2.135676e-06 2.134197e-06 2.562331e-06 2.572115e-06 2.574771e-06 2.562127e-06 2.564608e-06 2.579045e-06 2.514426e-06 2.530367e-06 2.532302e-06 2.527024e-06 2.528599e-06 2.532925e-06 9.883245e-07 9.873912e-07 9.901381e-07 9.918600e-07 9.890435e-07 9.892394e-07 1.196724e-06 1.196740e-06 1.198980e-06 1.200784e-06 1.198336e-06 1.197405e-06 1.507758e-06 1.506120e-06 1.512895e-06 1.510233e-06 1.501105e-06 1.507104e-06
2.248575e-06           NA 2.212461e-06 2.247418e-06 2.211604e-06           NA 2.014022e-06 2.053495e-06 1.988300e-06 2.047686e-06 1.986176e-06 2.010510e-06 1.238863e-06 1.245505e-06 1.247218e-06 1.246177e-06 1.273935e-06 1.241354e-06 1.781388e-06 1.771247e-06 1.760307e-06 1.800154e-06 1.795307e-06 1.778846e-06 2.179020e-06 2.145882e-06           NA 2.152941e-06 2.170919e-06 2.160442e-06 2.126485e-06 2.114966e-06 2.130489e-06 2.103275e-06 2.100976e-06 2.132882e-06 8.499512e-07 8.343003e-07 8.505496e-07 8.489829e-07 8.454985e-07 8.446848e-07 1.028793e-06 1.013388e-06 1.033517e-06 1.036163e-06 1.026028e-06 1.011173e-06 1.271877e-06 1.309454e-06 1.272136e-06 1.286157e-06 1.257661e-06 1.277610e-06
2.313785e-06 2.297320e-06 2.306672e-06 2.324236e-06 2.345626e-06 2.305530e-06 2.097018e-06 2.055193e-06 2.096936e-06 2.076103e-06 2.105039e-06 2.055196e-06 1.302204e-06 1.304507e-06 1.282630e-06 1.300856e-06 1.289777e-06 1.316267e-06 1.877307e-06 1.835177e-06 1.831572e-06 1.849833e-06 1.847372e-06 1.828917e-06 2.248538e-06 2.209405e-06 2.265229e-06 2.261058e-06 2.265003e-06 2.250652e-06 2.221058e-06 2.176302e-06 2.211759e-06 2.206406e-06 2.204853e-06 2.161812e-06 8.512278e-07 8.694860e-07 8.601499e-07 8.786044e-07 8.680759e-07 8.731933e-07 1.045355e-06 1.048043e-06 1.048847e-06 1.052069e-06 1.055064e-06 1.062918e-06 1.299288e-06 1.305472e-06 1.301521e-06 1.301216e-06 1.329899e-06 1.318570e-06
2.249872e-06 2.231398e-06 2.259665e-06 2.257209e-06 2.281160e-06 2.224225e-06 2.022528e-06 1.975690e-06 2.043568e-06 1.993438e-06 2.051544e-06 2.008441e-06 1.229891e-06 1.255866e-06 1.252735e-06 1.232843e-06 1.251341e-06 1.278039e-06 1.806607e-06 1.749636e-06 1.783969e-06 1.744689e-06 1.791607e-06 1.769912e-06 2.179863e-06 2.142146e-06 2.173103e-06 2.183654e-06 2.176453e-06 2.155523e-06 2.145164e-06 2.093222e-06 2.150084e-06 2.110921e-06 2.115035e-06 2.098211e-06 8.265309e-07 8.303633e-07 8.108952e-07 8.393175e-07 8.327942e-07 8.417683e-07 9.872088e-07 9.925081e-07 1.008655e-06 9.980488e-07 1.014629e-06 1.018062e-06 1.230255e-06 1.262592e-06 1.268862e-06 1.240803e-06 1.275433e-06 1.254153e-06
2.318121e-06 2.319171e-06 2.312494e-06 2.307747e-06 2.301528e-06 2.320085e-06 2.073275e-06 2.081859e-06 2.071897e-06 2.073644e-06 2.084962e-06 2.078658e-06 1.290505e-06 1.289679e-06 1.288232e-06 1.289404e-06 1.292527e-06 1.281634e-06 1.837501e-06 1.834563e-06 1.837320e-06 1.826351e-06 1.841221e-06 1.837998e-06 2.214255e-06 2.216455e-06 2.209752e-06 2.203945e-06 2.214798e-06 2.207833e-06 2.160412e-06 2.177105e-06 2.162253e-06 2.169601e-06 2.177984e-06 2.177095e-06 8.594105e-07 8.591956e-07 8.630346e-07 8.636837e-07 8.613684e-07 8.581180e-07 1.040019e-06 1.041638e-06 1.039638e-06 1.048459e-06 1.044916e-06 1.040031e-06 1.310639e-06 1.310788e-06 1.314917e-06 1.313515e-06 1.309505e-06 1.298568e-06
2.364426e-06 2.363545e-06 2.384709e-06 2.375806e-06 2.387825e-06 2.354648e-06 2.139931e-06 2.130497e-06 2.134064e-06 2.132304e-06 2.142330e-06 2.128200e-06 1.302754e-06 1.309856e-06 1.307287e-06 1.307574e-06 1.307362e-06 1.322085e-06 1.883690e-06 1.854708e-06 1.857430e-06 1.862601e-06 1.870296e-06 1.867218e-06 2.273467e-06 2.242323e-06 2.277253e-06 2.272905e-06 2.269822e-06 2.266567e-06           NA 2.202746e-06 2.227770e-06 2.217184e-06 2.231526e-06 2.210029e-06 8.634782e-07 8.705112e-07 8.646034e-07 8.726414e-07 8.725564e-07 8.746339e-07 1.038953e-06 1.041591e-06 1.056160e-06 1.051036e-06 1.057744e-06 1.055116e-06 1.314717e-06 1.316755e-06 1.319950e-06 1.312108e-06 1.327574e-06 1.313643e-06
2.119115e-06 2.127974e-06 2.130323e-06 2.127108e-06 2.145765e-06 2.167509e-06 1.898681e-06 1.953997e-06 1.934337e-06 1.951743e-06 1.929587e-06 1.908158e-06 1.219940e-06 1.230162e-06 1.231978e-06 1.228414e-06 1.247675e-06 1.229127e-06 1.734074e-06 1.747039e-06 1.764613e-06 1.745374e-06 1.774269e-06 1.771530e-06 2.110847e-06 2.116289e-06 2.109035e-06 2.100521e-06 2.104603e-06 2.134317e-06 2.054955e-06 2.083546e-06 2.072910e-06 2.050505e-06 2.081936e-06 2.088046e-06 8.335768e-07 8.356595e-07 8.376235e-07 8.373771e-07 8.392469e-07 8.410976e-07 1.002898e-06 9.990876e-07 1.019637e-06 1.012612e-06 1.021135e-06 1.021544e-06 1.270909e-06 1.266859e-06 1.281668e-06 1.267862e-06 1.257256e-06 1.267376e-06
2.254178e-06 2.243293e-06 2.271464e-06 2.262660e-06 2.250768e-06 2.258793e-06 2.040303e-06 2.004577e-06 2.019471e-06 1.984325e-06 2.021364e-06 1.994933e-06 1.271787e-06 1.283308e-06 1.272156e-06 1.280412e-06 1.277855e-06 1.285957e-06 1.817921e-06 1.796822e-06 1.786499e-06 1.786389e-06 1.788265e-06 1.781815e-06 2.185955e-06 2.180858e-06 2.183096e-06 2.157440e-06 2.178318e-06 2.181305e-06 2.149380e-06 2.101593e-06 2.121841e-06 2.145263e-06 2.135973e-06 2.122971e-06 8.437954e-07 8.483975e-07 8.416768e-07 8.541299e-07 8.476408e-07 8.559454e-07 1.001903e-06 1.006626e-06 1.006822e-06 1.017628e-06 1.002924e-06 1.004409e-06 1.261273e-06 1.248488e-06 1.257956e-06 1.268848e-06 1.273711e-06 1.264798e-06
2.113997e-06 2.166255e-06 2.182837e-06 2.211879e-06 2.216343e-06 2.201924e-06 1.986401e-06 1.975563e-06 1.956321e-06           NA           NA           NA 1.220824e-06 1.266782e-06 1.254213e-06 1.268440e-06 1.212072e-06 1.264362e-06 1.742857e-06           NA           NA           NA           NA           NA           NA 1.994639e-06 2.053063e-06 2.046776e-06 2.076956e-06 2.053227e-06           NA           NA 2.056697e-06 2.048501e-06           NA 1.990102e-06 7.985918e-07 8.397917e-07 8.186321e-07 8.369836e-07 8.320022e-07 8.208309e-07           NA 8.772751e-07 9.708985e-07 9.463895e-07 9.235985e-07 9.647050e-07           NA           NA           NA           NA           NA           NA
